,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-01-08 04:35:00,112.015625,0.9097,39.97,1.6014,418.0,3305.0,0.9677,73.13,1137.75,1.4324,114.63281200000002,96.725,67.75,0.010759999999999999,143.05,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.25,639.6,1022.5,27.99,0.9674,299.3,108.32031200000002,115.703125,115.15625,20.7,556.25,10552.0,121.31,115.83,96.82,82.48,81.33,3015.0,108.07,2.1756,1349.0,2269.0,82.49,1125.0,3.4105,2.184,5.841,1553.5,2.135,18.15,728.5
2010-01-08 04:36:00,112.015625,0.9096,39.97,1.6017,418.0,3306.0,0.9677,73.11,1137.75,1.4324,114.63281200000002,96.725,67.75,0.010762,143.0,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.25,639.6,1022.5,27.99,0.9675,299.3,108.32031200000002,115.71875,115.1875,20.7,556.25,10552.0,121.29,115.82,96.82,82.5,81.34,3016.0,108.07,2.1756,1349.0,2269.0,82.49,1125.1,3.41,2.184,5.841,1553.5,2.135,18.145,728.5
2010-01-08 04:37:00,112.015625,0.9096,39.97,1.6014,418.0,3306.0,0.9677,73.13,1138.0,1.4323,114.63281200000002,96.725,67.75,0.010759000000000001,142.9,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.75,639.8,1022.5,27.99,0.9673,299.3,108.32031200000002,115.71875,115.15625,20.7,556.25,10553.0,121.3,115.81,96.82,82.54,81.38,3017.0,108.07,2.1756,1349.0,2269.0,82.54,1124.9,3.41,2.1835,5.8420000000000005,1553.5,2.135,18.145,728.5
2010-01-08 04:38:00,112.015625,0.9096,39.97,1.6017,418.0,3306.0,0.9676,73.13,1138.0,1.4323,114.63281200000002,96.725,67.75,0.010759999999999999,142.9,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.5,639.8,1022.75,27.94,0.9673,299.3,108.32031200000002,115.71875,115.15625,20.7,556.0,10553.0,121.32,115.83,96.86,82.53,81.38,3016.0,108.075,2.1756,1349.0,2269.0,82.55,1124.7,3.41,2.1835,5.8420000000000005,1553.5,2.135,18.14,728.5
2010-01-08 04:39:00,112.015625,0.9097,39.97,1.602,418.0,3303.0,0.9675,73.13,1137.75,1.4321,114.63281200000002,96.725,67.75,0.010759000000000001,142.9,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.25,639.8,1022.75,27.96,0.9672,299.3,108.32031200000002,115.71875,115.1875,20.7,556.25,10553.0,121.31,115.83,96.86,82.51,81.33,3016.0,108.07,2.1756,1349.0,2268.0,82.51,1124.8,3.4145,2.1835,5.8420000000000005,1553.5,2.135,18.145,728.5
2010-01-08 04:40:00,112.015625,0.91,39.97,1.6028,418.0,3303.0,0.9678,73.13,1137.75,1.4328,114.63281200000002,96.725,67.75,0.010759000000000001,142.85,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.5,639.8,1022.5,27.98,0.9676,299.3,108.32031200000002,115.71875,115.1875,20.7,556.25,10551.0,121.31,115.82,96.86,82.53,81.4,3017.0,108.07,2.1756,1349.0,2268.0,82.56,1124.9,3.412,2.1835,5.849,1553.5,2.135,18.145,728.5
2010-01-08 04:41:00,112.015625,0.9101,39.97,1.6024,418.0,3304.0,0.9678,73.13,1137.75,1.4324,114.63281200000002,96.725,67.75,0.010758,142.6,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.5,639.8,1022.75,27.93,0.9674,299.3,108.32031200000002,115.71875,115.15625,20.7,556.0,10551.0,121.31,115.82,96.86,82.53,81.37,3016.0,108.075,2.1756,1349.0,2268.0,82.53,1125.0,3.4115,2.1835,5.849,1553.5,2.135,18.145,728.5
2010-01-08 04:42:00,112.015625,0.9101,39.95,1.6025,418.0,3304.0,0.9678,73.13,1138.0,1.4325,114.625,96.725,67.75,0.010754999999999999,142.65,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.8,1023.0,27.93,0.9675,299.3,108.32031200000002,115.71875,115.15625,20.7,556.0,10553.0,121.31,115.82,96.88,82.51,81.35,3016.0,108.07,2.1756,1349.0,2268.0,82.52,1125.0,3.4115,2.1835,5.849,1553.5,2.135,18.145,728.5
2010-01-08 04:43:00,112.015625,0.91,39.95,1.6024,418.0,3304.0,0.9678,73.13,1137.75,1.4324,114.63281200000002,96.725,67.75,0.010756,142.65,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.75,639.8,1023.0,27.91,0.9675,299.4,108.32031200000002,115.71875,115.15625,20.7,556.0,10551.0,121.31,115.83,96.88,82.51,81.33,3016.0,108.07,2.1756,1349.0,2268.0,82.5,1125.1,3.4115,2.1835,5.849,1553.0,2.135,18.145,728.0
2010-01-08 04:44:00,112.015625,0.9101,39.96,1.6023,418.0,3304.0,0.9678,73.13,1137.75,1.4324,114.625,96.725,67.75,0.010756,142.5,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.75,639.7,1022.25,27.91,0.9674,299.4,108.32031200000002,115.703125,115.125,20.7,556.0,10551.0,121.28,115.81,96.88,82.51,81.34,3017.0,108.07,2.1756,1349.0,2268.0,82.5,1125.1,3.4115,2.1835,5.849,1553.0,2.135,18.155,728.6
2010-01-08 04:45:00,112.015625,0.91,39.95,1.6018,418.25,3302.0,0.9677,73.13,1137.75,1.4322,114.625,96.725,67.75,0.010751,142.4,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.75,639.9,1022.25,27.89,0.9673,299.4,108.328125,115.703125,115.09375,20.7,556.0,10554.0,121.28,115.81,96.84,82.5,81.34,3016.0,108.07,2.1756,1349.0,2267.0,82.5,1125.1,3.415,2.183,5.849,1553.0,2.1355,18.15,728.5
2010-01-08 04:46:00,112.015625,0.9099,39.95,1.6019,418.0,3302.0,0.9676,73.13,1138.0,1.432,114.625,96.725,67.75,0.010751,142.4,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.9,1022.5,27.87,0.9671,299.4,108.328125,115.703125,115.125,20.7,556.25,10553.0,121.28,115.81,96.84,82.53,81.34,3016.0,108.07,2.1756,1349.0,2267.0,82.53,1125.1,3.414,2.183,5.849,1553.0,2.1355,18.15,728.5
2010-01-08 04:47:00,112.015625,0.9099,39.95,1.6022,418.0,3302.0,0.9678,73.13,1138.0,1.432,114.63281200000002,96.725,67.75,0.01075,142.45,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.9,1022.75,27.87,0.9671,299.4,108.328125,115.703125,115.09375,20.7,556.25,10554.0,121.29,115.82,96.84,82.51,81.33,3018.0,108.07,2.1756,1349.0,2269.0,82.52,1125.0,3.414,2.183,5.849,1553.0,2.1355,18.15,728.5
2010-01-08 04:48:00,112.015625,0.9102,39.92,1.6022,418.0,3302.0,0.9678,73.13,1138.0,1.432,114.63281200000002,96.725,67.7,0.01075,141.95,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.25,639.9,1022.75,27.87,0.9671,299.4,108.32031200000002,115.703125,115.125,20.7,556.25,10556.0,121.29,115.82,96.84,82.54,81.37,3019.0,108.075,2.1756,1349.0,2269.0,82.54,1124.9,3.414,2.1835,5.849,1553.0,2.1355,18.165,728.5
2010-01-08 04:49:00,112.015625,0.9103,39.93,1.6022,418.0,3302.0,0.968,73.13,1138.0,1.4321,114.63281200000002,96.725,67.7,0.01075,142.1,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.25,639.9,1022.75,27.87,0.9671,299.4,108.32031200000002,115.703125,115.125,20.7,556.25,10556.0,121.3,115.82,96.84,82.55,81.37,3019.0,108.07,2.1756,1349.0,2269.0,82.55,1125.2,3.414,2.1835,5.849,1553.0,2.1359,18.165,728.3
2010-01-08 04:50:00,112.015625,0.9103,39.94,1.6022,418.0,3302.0,0.9679,73.13,1138.25,1.4319,114.63281200000002,96.725,67.7,0.010748,142.1,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.25,639.9,1022.5,27.89,0.967,299.4,108.32031200000002,115.71875,115.15625,20.7,556.25,10557.0,121.3,115.83,96.9,82.54,81.36,3018.0,108.07,2.1756,1349.0,2269.0,82.54,1124.8,3.4135,2.1835,5.849,1553.0,2.1359,18.15,729.0
2010-01-08 04:51:00,112.015625,0.9103,39.94,1.6026,418.0,3306.0,0.9679,73.13,1138.25,1.432,114.63281200000002,96.725,67.7,0.010749,142.1,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.25,639.9,1022.5,27.9,0.9669,299.4,108.328125,115.71875,115.15625,20.7,556.25,10557.0,121.32,115.83,96.98,82.52,81.35,3018.0,108.07,2.1756,1349.0,2270.0,82.53,1124.7,3.414,2.1842,5.849,1553.0,2.1359,18.15,729.0
2010-01-08 04:52:00,112.015625,0.9104,39.94,1.6024,418.0,3305.0,0.968,73.13,1138.0,1.4321,114.625,96.725,67.7,0.010747,142.3,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.75,639.8,1022.5,27.9,0.967,299.4,108.32031200000002,115.71875,115.15625,20.7,556.25,10555.0,121.31,115.82,96.94,82.53,81.35,3017.0,108.075,2.1756,1349.0,2270.0,82.54,1124.6,3.4145,2.1842,5.849,1553.0,2.1359,18.155,729.0
2010-01-08 04:53:00,112.015625,0.9104,39.94,1.6025,418.0,3305.0,0.9681,73.13,1138.0,1.4321,114.63281200000002,96.725,67.7,0.010748,142.45,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.75,639.8,1022.5,27.9,0.9671,299.4,108.32031200000002,115.703125,115.15625,20.7,556.25,10554.0,121.31,115.82,96.94,82.53,81.35,3017.0,108.07,2.1756,1349.0,2270.0,82.53,1124.5,3.4145,2.1838,5.849,1553.0,2.1359,18.15,729.0
2010-01-08 04:54:00,112.015625,0.9104,39.94,1.6024,418.0,3306.0,0.968,73.13,1138.0,1.432,114.625,96.725,67.75,0.010745999999999999,142.45,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1877.75,639.8,1022.5,27.9,0.9669,299.4,108.32031200000002,115.703125,115.15625,20.7,556.25,10555.0,121.32,115.82,96.94,82.49,81.32,3018.0,108.07,2.1756,1349.0,2271.0,82.5,1124.3,3.4145,2.183,5.849,1553.0,2.135,18.15,729.0
2010-01-08 04:55:00,112.015625,0.9105,39.94,1.6026,418.0,3313.0,0.9681,73.13,1138.0,1.4321,114.625,96.725,67.75,0.010747,142.5,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.8,1022.5,27.9,0.967,299.4,108.32031200000002,115.703125,115.125,20.7,556.0,10555.0,121.31,115.82,96.94,82.51,81.33,3017.0,108.07,2.1756,1349.0,2272.0,82.5,1124.4,3.4145,2.183,5.849,1553.0,2.135,18.155,729.0
2010-01-08 04:56:00,112.015625,0.9105,39.94,1.6027,418.0,3313.0,0.968,73.13,1138.0,1.4322,114.625,96.725,67.75,0.010744,142.5,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.8,1022.5,27.88,0.9671,299.4,108.32031200000002,115.6875,115.125,20.7,556.25,10556.0,121.31,115.82,96.94,82.51,81.34,3018.0,108.065,2.1756,1349.0,2273.0,82.5,1124.3,3.4145,2.183,5.845,1553.0,2.135,18.145,729.0
2010-01-08 04:57:00,112.015625,0.9104,39.94,1.6025,418.0,3313.0,0.9679,73.13,1138.0,1.4323,114.61718700000002,96.725,67.75,0.010747,142.5,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.8,1022.25,27.88,0.9671,299.4,108.32031200000002,115.6875,115.125,20.7,556.25,10556.0,121.31,115.82,96.92,82.5,81.31,3018.0,108.07,2.1756,1349.0,2273.0,82.49,1124.4,3.4145,2.183,5.845,1553.0,2.135,18.15,729.0
2010-01-08 04:58:00,112.015625,0.91,39.94,1.6024,418.0,3313.0,0.9679,73.13,1138.0,1.4322,114.61718700000002,96.725,67.75,0.010744,142.5,550.5,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.8,1022.5,27.88,0.9671,299.4,108.32031200000002,115.6875,115.125,20.7,556.25,10556.0,121.31,115.81,96.92,82.5,81.32,3018.0,108.065,2.1756,1349.0,2277.0,82.49,1124.5,3.4145,2.183,5.845,1553.0,2.135,18.15,728.7
2010-01-08 04:59:00,112.015625,0.9101,39.94,1.6023,418.0,3313.0,0.9678,73.13,1137.75,1.432,114.625,96.725,67.75,0.010743,142.5,550.5,85.925,1618.7,1026.4,10825.0,10865.0,1877.25,639.6,1022.25,27.89,0.967,299.2,108.32031200000002,115.6875,115.125,20.7,556.0,10554.0,121.31,115.82,96.92,82.5,81.32,3017.0,108.065,2.1756,1350.0,2276.0,82.5,1124.4,3.4145,2.183,5.845,1553.0,2.135,18.15,728.7
2010-01-08 05:00:00,112.015625,0.9101,39.94,1.6025,418.25,3314.0,0.9678,73.13,1137.75,1.432,114.625,96.725,67.75,0.010740999999999999,142.5,550.5,85.925,1618.7,1026.4,10825.0,10865.0,1877.75,639.6,1022.25,27.89,0.967,299.2,108.328125,115.703125,115.125,20.7,556.0,10554.0,121.32,115.82,96.92,82.5,81.32,3017.0,108.065,2.1756,1350.0,2277.0,82.48,1124.4,3.4145,2.183,5.845,1553.0,2.135,18.15,728.7
2010-01-08 05:01:00,112.015625,0.9101,39.94,1.6022,418.25,3314.0,0.9677,73.09,1137.5,1.432,114.63281200000002,96.725,67.7,0.010745000000000001,142.5,550.5,85.925,1618.7,1026.4,10825.0,10865.0,1877.25,639.4,1022.25,27.89,0.967,299.2,108.328125,115.71875,115.15625,20.7,556.0,10553.0,121.31,115.82,96.92,82.46,81.3,3016.0,108.065,2.1756,1350.0,2276.0,82.46,1123.7,3.412,2.183,5.85,1553.0,2.135,18.15,728.7
2010-01-08 05:02:00,112.015625,0.9101,39.94,1.6022,418.25,3314.0,0.9676,73.09,1137.25,1.4319,114.625,96.725,67.7,0.010745000000000001,142.3,550.5,85.925,1618.7,1026.4,10825.0,10865.0,1877.25,639.4,1022.5,27.89,0.9669,299.2,108.328125,115.71875,115.15625,20.7,555.75,10552.0,121.32,115.82,96.92,82.43,81.28,3016.0,108.065,2.1756,1350.0,2276.0,82.43,1123.9,3.412,2.1822,5.85,1553.0,2.135,18.135,728.7
2010-01-08 05:03:00,112.015625,0.9103,39.96,1.6022,418.25,3314.0,0.9677,73.09,1137.5,1.4322,114.625,96.725,67.7,0.010747,142.7,550.5,85.925,1618.7,1026.4,10825.0,10865.0,1877.75,639.6,1022.75,27.9,0.9672,299.3,108.328125,115.703125,115.15625,20.7,555.5,10556.0,121.32,115.82,96.92,82.45,81.29,3017.0,108.065,2.1756,1350.0,2276.0,82.45,1123.4,3.413,2.1824,5.85,1553.0,2.1353,18.135,728.7
2010-01-08 05:04:00,112.015625,0.9104,39.96,1.6019,418.25,3314.0,0.9676,73.09,1137.75,1.4322,114.625,96.725,67.7,0.010747,142.5,550.5,85.925,1618.7,1026.4,10825.0,10865.0,1877.25,639.6,1022.5,27.89,0.9672,299.3,108.328125,115.703125,115.15625,20.7,555.5,10556.0,121.32,115.82,96.92,82.45,81.3,3017.0,108.065,2.1756,1350.0,2276.0,82.45,1123.5,3.413,2.1824,5.853,1553.0,2.1353,18.145,728.7
2010-01-08 05:05:00,112.015625,0.9104,39.96,1.6017,418.25,3312.0,0.9676,73.09,1137.5,1.4319,114.625,96.725,67.7,0.010745999999999999,142.75,550.5,85.925,1618.7,1026.4,10825.0,10865.0,1877.25,639.6,1022.5,27.88,0.967,299.3,108.328125,115.703125,115.15625,20.7,555.5,10554.0,121.33,115.83,96.9,82.42,81.27,3016.0,108.065,2.1756,1350.0,2276.0,82.43,1123.4,3.413,2.1822,5.85,1553.0,2.135,18.145,729.0
2010-01-08 05:06:00,112.015625,0.9103,39.96,1.6016,418.25,3312.0,0.9675,73.09,1137.5,1.4316,114.625,96.725,67.7,0.010744,142.75,550.25,85.925,1618.7,1026.4,10825.0,10865.0,1877.25,639.6,1022.25,27.88,0.9669,299.3,108.328125,115.703125,115.15625,20.7,556.25,10555.0,121.32,115.82,96.9,82.41,81.26,3017.0,108.065,2.1756,1350.0,2276.0,82.41,1123.3,3.408,2.1822,5.85,1553.0,2.1345,18.145,729.0
2010-01-08 05:07:00,112.015625,0.9101,39.95,1.6017,418.5,3310.0,0.9674,73.09,1137.5,1.4315,114.625,96.725,67.7,0.010742,142.7,550.25,85.925,1618.7,1026.4,10825.0,10865.0,1877.25,639.6,1022.5,27.86,0.9667,299.3,108.328125,115.703125,115.15625,20.7,556.25,10554.0,121.31,115.83,96.9,82.41,81.26,3017.0,108.07,2.1756,1350.0,2273.0,82.41,1123.0,3.4075,2.1822,5.85,1551.5,2.1345,18.13,728.3
2010-01-08 05:08:00,112.015625,0.9102,39.99,1.6015,418.5,3304.0,0.9674,73.09,1137.75,1.4316,114.625,96.725,67.7,0.010740000000000001,142.8,550.25,85.925,1618.7,1026.4,10825.0,10865.0,1877.5,639.6,1022.5,27.89,0.9667,299.3,108.328125,115.703125,115.15625,20.7,556.25,10556.0,121.32,115.82,96.9,82.41,81.28,3018.0,108.065,2.1756,1350.0,2271.0,82.43,1123.1,3.4105,2.1824,5.85,1554.4,2.1345,18.125,728.3
2010-01-08 05:09:00,112.015625,0.9106,39.99,1.6018,418.5,3304.0,0.9676,73.1,1137.5,1.4317,114.61718700000002,96.725,67.7,0.010740999999999999,142.85,550.25,85.925,1618.7,1026.4,10825.0,10865.0,1877.5,639.6,1022.25,27.9,0.9667,299.3,108.328125,115.6875,115.125,20.7,556.25,10556.0,121.31,115.82,96.92,82.45,81.31,3018.0,108.07,2.1756,1350.0,2270.0,82.46,1123.3,3.41,2.1824,5.85,1554.4,2.1348,18.14,729.1
2010-01-08 05:10:00,112.015625,0.9105,39.99,1.6022,418.5,3302.0,0.9675,73.1,1137.75,1.4315,114.61718700000002,96.725,67.7,0.010740999999999999,142.7,550.25,85.925,1618.7,1026.4,10825.0,10865.0,1877.5,639.6,1022.25,27.89,0.9665,299.3,108.328125,115.6875,115.125,20.7,555.75,10555.0,121.32,115.82,96.92,82.45,81.27,3018.0,108.065,2.1756,1350.0,2269.0,82.41,1123.0,3.41,2.1822,5.85,1554.4,2.1335,18.135,729.0
2010-01-08 05:11:00,112.015625,0.9103,39.99,1.6021,418.5,3302.0,0.9673,73.1,1137.25,1.4315,114.61718700000002,96.725,67.7,0.010740999999999999,142.65,550.25,85.925,1618.7,1026.4,10825.0,10865.0,1877.5,639.5,1022.25,27.9,0.9665,299.3,108.328125,115.6875,115.125,20.7,556.0,10553.0,121.31,115.82,96.92,82.4,81.25,3016.0,108.065,2.1756,1350.0,2269.0,82.41,1122.6,3.407,2.182,5.85,1554.4,2.1335,18.13,729.0
2010-01-08 05:12:00,112.015625,0.9102,39.99,1.6019,418.25,3302.0,0.9671,73.09,1137.5,1.4315,114.61718700000002,96.725,67.7,0.010740000000000001,142.7,550.25,85.925,1618.7,1026.4,10825.0,10865.0,1877.5,639.6,1022.75,27.9,0.9664,299.3,108.32031200000002,115.6875,115.125,20.7,556.0,10554.0,121.32,115.81,96.92,82.43,81.29,3016.0,108.065,2.1756,1350.0,2269.0,82.44,1122.7,3.406,2.182,5.851,1554.4,2.1333,18.115,729.0
2010-01-08 05:13:00,112.015625,0.9101,39.99,1.6017,418.25,3304.0,0.9669,73.09,1137.5,1.4313,114.61718700000002,96.725,67.7,0.010740999999999999,142.8,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1877.5,639.6,1023.0,27.9,0.9664,299.3,108.32031200000002,115.6875,115.125,20.7,555.5,10554.0,121.31,115.82,96.92,82.43,81.29,3016.0,108.07,2.1756,1350.0,2270.0,82.44,1122.5,3.409,2.182,5.85,1554.4,2.133,18.125,729.0
2010-01-08 05:14:00,112.015625,0.9102,39.99,1.6018,418.25,3302.0,0.9672,73.09,1137.5,1.4316,114.61718700000002,96.725,67.7,0.010740000000000001,142.8,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1877.5,639.6,1023.0,27.9,0.9665,299.3,108.32031200000002,115.703125,115.15625,20.7,555.5,10554.0,121.31,115.82,96.92,82.45,81.3,3016.0,108.075,2.1756,1350.0,2270.0,82.45,1122.7,3.4075,2.182,5.85,1554.4,2.1333,18.12,729.0
2010-01-08 05:15:00,112.015625,0.9102,39.96,1.6017,418.5,3302.0,0.9672,73.09,1138.0,1.4316,114.61718700000002,96.725,67.7,0.010740000000000001,142.8,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.6,1022.75,27.9,0.9665,299.3,108.32031200000002,115.703125,115.15625,20.7,555.5,10555.0,121.31,115.83,96.92,82.47,81.32,3019.0,108.07,2.1756,1350.0,2270.0,82.48,1122.7,3.4035,2.1821,5.85,1554.4,2.1333,18.12,728.8
2010-01-08 05:16:00,112.015625,0.9101,39.96,1.6018,418.25,3299.0,0.9672,73.09,1137.75,1.4316,114.61718700000002,96.725,67.7,0.010737,142.75,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.25,639.6,1022.75,27.9,0.9665,299.3,108.32031200000002,115.6875,115.15625,20.7,556.25,10555.0,121.31,115.82,96.92,82.47,81.32,3018.0,108.07,2.1756,1350.0,2268.0,82.47,1122.4,3.405,2.1821,5.85,1554.4,2.1333,18.125,728.8
2010-01-08 05:17:00,112.015625,0.9104,39.96,1.6018,418.25,3299.0,0.9672,73.09,1138.0,1.4316,114.61718700000002,96.725,67.7,0.010736,142.75,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.5,639.8,1022.5,27.89,0.9666,299.3,108.32031200000002,115.6875,115.125,20.7,556.25,10557.0,121.3,115.82,96.96,82.42,81.27,3019.0,108.07,2.1756,1350.0,2268.0,82.42,1122.3,3.403,2.1821,5.85,1554.4,2.1328,18.125,728.8
2010-01-08 05:18:00,112.015625,0.9104,39.96,1.6016,418.25,3299.0,0.9671,73.09,1138.0,1.4315,114.609375,96.725,67.7,0.010737,142.75,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.5,639.8,1022.5,27.9,0.9664,299.3,108.32031200000002,115.6875,115.125,20.7,556.0,10557.0,121.31,115.82,96.96,82.42,81.26,3019.0,108.07,2.1756,1350.0,2266.0,82.42,1122.1,3.4005,2.1821,5.85,1554.4,2.1328,18.12,728.8
2010-01-08 05:19:00,112.015625,0.9103,39.96,1.6019,418.25,3299.0,0.9672,73.09,1138.0,1.4316,114.60156200000002,96.725,67.7,0.010740000000000001,142.75,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.5,639.8,1022.25,27.9,0.9665,299.3,108.3125,115.6875,115.125,20.7,555.25,10557.0,121.32,115.83,96.96,82.43,81.27,3019.0,108.07,2.1756,1350.0,2266.0,82.43,1122.2,3.3995,2.1821,5.85,1554.4,2.1328,18.125,728.8
2010-01-08 05:20:00,112.015625,0.9102,39.96,1.6017,418.25,3300.0,0.9671,73.09,1138.0,1.4315,114.60156200000002,96.725,67.7,0.010739,142.75,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.25,639.8,1022.25,27.9,0.9664,299.4,108.3125,115.65625,115.125,20.7,555.25,10559.0,121.3,115.82,96.96,82.43,81.28,3021.0,108.07,2.1756,1350.0,2267.0,82.43,1122.4,3.402,2.1821,5.85,1554.4,2.1328,18.13,728.8
2010-01-08 05:21:00,112.015625,0.91,39.96,1.6018,418.25,3300.0,0.9672,73.09,1137.75,1.4315,114.60156200000002,96.725,67.7,0.010740000000000001,142.75,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,640.0,1022.0,27.9,0.9664,299.4,108.30468700000002,115.671875,115.125,20.7,555.25,10555.0,121.3,115.81,96.96,82.4,81.26,3018.0,108.07,2.1756,1350.0,2267.0,82.41,1122.1,3.399,2.1821,5.85,1554.4,2.1328,18.13,729.4
2010-01-08 05:22:00,112.015625,0.9103,39.95,1.6018,418.25,3300.0,0.9672,73.09,1137.75,1.4317,114.60156200000002,96.725,67.7,0.010738,142.8,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.25,639.6,1022.0,27.9,0.9665,299.2,108.30468700000002,115.671875,115.125,20.7,555.25,10557.0,121.29,115.81,96.96,82.4,81.24,3019.0,108.07,2.1756,1350.0,2267.0,82.39,1122.2,3.3995,2.1806,5.845,1554.4,2.1312,18.13,729.4
2010-01-08 05:23:00,112.015625,0.9106,39.95,1.6024,418.25,3300.0,0.9676,73.09,1138.0,1.4319,114.60156200000002,96.725,67.7,0.010737,142.85,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.5,639.6,1022.0,27.9,0.9666,299.2,108.30468700000002,115.671875,115.125,20.7,555.25,10558.0,121.29,115.81,96.96,82.39,81.24,3018.0,108.075,2.1756,1350.0,2267.0,82.39,1122.6,3.4005,2.1806,5.845,1554.4,2.1312,18.13,729.0
2010-01-08 05:24:00,112.015625,0.9106,39.95,1.6021,418.25,3298.0,0.9676,73.09,1137.75,1.4318,114.60156200000002,96.725,67.7,0.010737,142.7,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.5,639.6,1022.0,27.9,0.9666,299.2,108.30468700000002,115.671875,115.09375,20.7,555.75,10558.0,121.31,115.82,96.96,82.35,81.2,3019.0,108.07,2.1756,1350.0,2267.0,82.36,1122.7,3.402,2.1804,5.845,1554.4,2.1312,18.13,729.0
2010-01-08 05:25:00,112.015625,0.9106,39.95,1.6022,418.25,3298.0,0.9675,73.09,1137.75,1.4316,114.60156200000002,96.725,67.7,0.010736,142.75,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.0,639.7,1021.75,27.95,0.9664,299.0,108.30468700000002,115.671875,115.09375,20.7,555.25,10556.0,121.29,115.81,96.98,82.35,81.2,3019.0,108.07,2.1756,1350.0,2267.0,82.36,1122.4,3.403,2.1804,5.845,1554.4,2.1312,18.12,729.5
2010-01-08 05:26:00,112.015625,0.9105,39.95,1.6023,418.0,3302.0,0.9676,73.09,1138.0,1.4317,114.60156200000002,96.725,67.7,0.010737,142.75,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.5,639.7,1021.5,27.95,0.9665,298.9,108.30468700000002,115.671875,115.09375,20.7,555.25,10557.0,121.3,115.81,96.98,82.37,81.24,3019.0,108.07,2.1756,1350.0,2267.0,82.39,1122.5,3.4015,2.1804,5.845,1553.3,2.1312,18.115,729.5
2010-01-08 05:27:00,112.015625,0.9106,39.99,1.6015,418.25,3302.0,0.9676,73.09,1138.0,1.4317,114.60156200000002,96.725,67.7,0.010737,142.8,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.5,639.7,1021.75,27.92,0.9665,299.1,108.30468700000002,115.65625,115.125,20.7,555.5,10557.0,121.3,115.82,96.98,82.34,81.21,3019.0,108.075,2.1756,1350.0,2267.0,82.36,1122.4,3.403,2.1804,5.845,1553.3,2.1312,18.105,729.5
2010-01-08 05:28:00,112.015625,0.9105,39.99,1.6018,418.25,3302.0,0.9676,73.09,1138.0,1.4316,114.59375,96.725,67.7,0.010735,142.9,550.25,85.925,1618.7,1026.4,10825.0,10860.0,1878.5,639.7,1021.75,27.92,0.9664,299.1,108.30468700000002,115.65625,115.09375,20.7,555.5,10557.0,121.3,115.82,96.98,82.33,81.18,3019.0,108.07,2.1756,1350.0,2267.0,82.35,1122.0,3.403,2.18,5.845,1553.3,2.1312,18.085,729.5
