time,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMGN,AMT,AMZN,ANTM,ATVI,AVGO,AXP,BA,BAC,BDX,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CSCO,CSX,CTSH,CVS,CVX,D,DAL,DE,DHR,DIS,DUK,EA,ECL,EEM,EFA,EMR,EOG,EWZ,EXC,F,FB,FDX,FOXA,FXI,GD,GDX,GE,GILD,GM,GOOG,GOOGL,GS,HAL,HD,HON,HPQ,HUM,IBM,ICE,ILMN,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMB,KO,KR,LLY,LMT,LOW,LULU,LYB,MA,MAR,MCD,MDLZ,MDT,MET,MMC,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOC,NSC,NVDA,ORCL,OXY,PEP,PFE,PG,PGR,PM,PNC,PRU,PSX,PYPL,QCOM,QQQ,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SPY,STZ,SYK,T,TGT,TJX,TLT,TMO,TSLA,TWTR,TXN,UNH,UNP,UPS,USB,V,VLO,VRTX,VZ,WBA,WFC,WM,WMT,X,XLE,XLF,XLI,XLK,XLP,XOM,ZTS
2020-08-07 14:52:00+00:00,443.44,92.55,100.98,230.82,447.03,115.61,137.44,36.4,30.165,62.89,239.87,257.055,3156.84,274.41,81.39,322.84,98.74,169.32,26.0107,257.02,302.54,37.58,1751.675,583.67,60.645,208.935,38.745,51.5,134.58,129.0,168.02,602.0,176.535,75.98,42.64,166.15,65.44,38.02,340.36,199.295,47.47,72.81,67.05,64.375,86.36,80.73,27.02,182.74,204.97,129.26,86.0,142.86,194.12,43.74,63.36,65.93,48.685,31.03,38.72,6.845,266.1614,182.05,24.37,41.9,152.23,43.07,6.42,68.99,26.575,1487.72,1491.03,205.8,14.615,270.29,154.65,18.315,412.34,124.54,100.04,351.54,47.75,307.52,682.27,190.09,147.83,98.755,35.31,157.18,47.925,35.13,152.3,385.0,152.25,340.0968,66.14,326.5,93.15,204.05,55.64,99.72,38.77,117.34,157.82,42.035,36.27,80.675,50.085,211.61,48.235,288.17,490.47,100.69,329.406,198.26,443.29,54.82,15.1439,136.71,38.54,133.08,90.54,77.09,109.015,67.5,62.09,199.06,106.82,270.16,75.49,33.84,654.51,19.415,54.81,62.154,343.31,333.09,172.26,191.045,29.958,131.37,55.55,170.09,413.57,1427.27,36.8499,132.86,315.064,182.14,156.8052,37.21,195.97,52.155,270.99,58.4058,41.24,25.0,113.11,129.73,7.1626,36.9113,24.685,74.89,113.23,63.43,43.313,157.9578
2020-08-07 14:53:00+00:00,443.935,92.54,100.99,230.875,447.595,115.69,137.45,36.4,30.175,62.94,239.87,256.98,3159.45,274.56,81.46,323.08,98.75,169.2751,26.0256,257.18,302.61,37.59,1752.22,583.615,60.635,208.94,38.735,51.53,134.54,129.01,168.01,602.48,176.59,75.965,42.67,166.0638,65.45,38.03,340.35,199.42,47.465,72.8,67.05,64.35,86.37,80.6948,27.0101,182.74,204.97,129.26,85.99,142.96,194.16,43.76,63.37,65.97,48.73,31.045,38.72,6.845,266.73,182.1,24.405,41.92,152.24,43.02,6.4174,69.005,26.59,1488.4857,1492.82,205.77,14.625,270.425,154.68,18.31,412.495,124.55,100.037,351.41,47.765,307.695,682.27,190.04,147.7897,98.755,35.31,157.1,47.91,35.13,152.28,384.89,152.3,340.23,66.13,326.61,93.185,204.12,55.62,99.71,38.79,117.26,157.84,42.03,36.275,80.68,50.11,211.725,48.28,287.99,490.495,100.72,329.406,198.29,443.49,54.83,15.1495,136.71,38.5382,133.07,90.55,77.07,109.015,67.505,62.1,199.4301,106.81,270.41,75.49,33.84,654.69,19.425,54.775,62.12,343.51,333.22,172.36,191.01,29.955,131.37,55.5887,170.05,413.67,1430.1316,36.87,132.89,315.17,182.15,156.8,37.221,196.02,52.16,270.95,58.4,41.24,25.015,113.08,129.7,7.1589,36.93,24.695,74.889,113.32,63.42,43.325,157.985
2020-08-07 14:54:00+00:00,443.72,92.473,100.99,230.905,447.49,115.67,137.4072,36.405,30.2,62.99,239.67,257.17,3158.45,274.54,81.55,323.08,98.76,169.2,26.02,257.325,302.58,37.59,1752.22,583.25,60.62,208.81,38.74,51.53,134.55,128.96,168.1294,602.465,176.56,75.965,42.66,166.06,65.5,37.995,340.4,199.4799,47.46,72.81,67.05,64.34,86.33,80.7,27.0213,182.73,204.97,129.22,86.1,143.015,194.21,43.75,63.37,65.96,48.65,31.045,38.725,6.845,266.402,182.035,24.385,41.91,152.17,42.92,6.42,69.03,26.58,1489.59,1493.65,205.82,14.6374,270.42,154.71,18.32,412.45,124.535,100.06,351.63,47.7658,307.66,682.27,190.04,147.77,98.74,35.31,157.14,47.915,35.12,152.18,384.45,152.31,340.15,66.15,326.65,93.25,204.16,55.59,99.715,38.79,117.23,157.82,42.02,36.22,80.66,50.105,211.7,48.27,288.04,490.47,100.73,329.25,198.45,443.4476,54.85,15.145,136.71,38.5158,133.05,90.51,77.08,108.99,67.52,61.99,199.48,106.84,270.35,75.5,33.8499,654.945,19.425,54.78,62.11,343.44,333.16,172.32,191.15,29.94,131.38,55.57,170.01,413.505,1429.66,36.8874,132.84,315.16,182.1488,156.66,37.22,196.07,52.05,270.935,58.39,41.23,25.01,113.09,129.72,7.155,36.905,24.69,74.87,113.3,63.41,43.299,157.96
2020-08-07 14:55:00+00:00,443.91,92.47,100.96,230.88,447.55,115.63,137.35,36.4,30.185,62.96,239.66,256.995,3158.42,274.55,81.56,323.07,98.76,169.2261,26.0027,257.26,303.3592,37.5801,1754.54,583.28,60.62,208.85,38.715,51.5,134.46,128.92,168.01,602.31,176.48,75.955,42.63,166.03,65.45,38.01,340.365,199.37,47.4401,72.78,67.01,64.31,86.34,80.695,27.03,182.62,204.91,129.215,86.07,142.94,194.21,43.75,63.35,65.915,48.71,31.0133,38.7,6.845,266.475,181.93,24.395,41.92,152.01,42.93,6.41,69.0,26.59,1489.02,1493.27,205.79,14.64,270.3999,154.6406,18.31,412.33,124.53,100.05,351.675,47.7658,307.795,682.78,190.0,147.72,98.68,35.29,157.14,47.9,35.11,152.11,384.09,152.25,340.35,66.16,326.475,93.08,204.1121,55.58,99.68,38.78,117.2,157.74,42.015,36.22,80.64,50.115,211.67,48.235,287.97,490.04,100.9,329.0102,198.48,442.9501,54.815,15.15,136.65,38.505,133.01,90.55,77.035,108.95,67.51,62.0411,199.25,106.79,270.26,75.455,33.85,654.7,19.425,54.785,62.08,343.25,333.08,172.17,191.05,29.93,131.3871,55.565,170.02,413.39,1431.067,36.85,132.83,315.04,182.02,156.56,37.205,196.03,52.06,270.91,58.375,41.19,24.98,113.05,129.7,7.155,36.9199,24.685,74.835,113.28,63.39,43.32,157.97
2020-08-07 14:56:00+00:00,444.42,92.5,100.93,230.82,447.78,115.66,137.35,36.4,30.21,63.01,239.74,257.13,3161.24,274.53,81.61,323.11,98.82,169.21,26.01,256.79,303.5,37.59,1754.54,583.81,60.635,208.91,38.715,51.52,134.447,128.93,168.12,602.39,176.62,75.94,42.625,166.06,65.47,38.0,340.18,199.47,47.47,72.795,67.0,64.36,86.35,80.67,27.0116,182.64,204.9,129.26,86.12,143.0096,194.24,43.765,63.37,65.95,48.65,31.03,38.695,6.845,266.39,182.01,24.4,41.935,152.11,42.945,6.415,69.06,26.605,1489.56,1492.75,205.95,14.645,270.32,154.61,18.31,412.58,124.58,100.07,351.82,47.7899,307.7282,683.07,189.96,147.74,98.71,35.309,157.155,47.885,35.105,152.045,384.242,152.305,340.3472,66.09,326.52,93.12,204.08,55.57,99.71,38.795,117.25,157.75,41.99,36.24,80.66,50.13,211.72,48.265,288.04,490.6318,100.95,329.01,198.5325,443.18,54.805,15.15,136.62,38.515,133.04,90.56,77.03,108.94,67.52,62.1,199.31,106.75,270.41,75.44,33.855,654.7,19.43,54.8,62.12,343.45,333.2167,172.099,191.03,29.94,131.38,55.55,170.01,413.515,1434.2178,36.8499,132.85,315.16,182.0,156.54,37.21,196.01,52.11,270.98,58.375,41.24,24.995,113.02,129.72,7.145,36.92,24.695,74.85,113.34,63.39,43.315,158.04
2020-08-07 14:57:00+00:00,444.67,92.4758,100.93,230.84,448.0769,115.69,137.48,36.415,30.235,63.02,239.72,257.15,3163.335,274.65,81.71,323.17,98.915,169.3201,26.025,257.08,303.89,37.6,1754.54,583.81,60.655,208.94,38.725,51.54,134.45,128.97,168.22,602.49,176.655,75.96,42.63,166.11,65.51,38.03,340.25,199.42,47.49,72.83,67.03,64.37,86.36,80.665,27.0401,182.715,204.93,129.35,86.14,143.05,194.26,43.775,63.38,65.95,48.65,31.03,38.68,6.85,266.5695,182.089,24.415,41.95,152.18,42.9274,6.41,69.0707,26.61,1489.47,1492.75,205.925,14.66,270.41,154.72,18.3,412.42,124.61,100.125,351.82,47.7544,307.725,683.085,189.99,147.8122,98.72,35.315,157.2,47.895,35.105,152.09,384.13,152.33,340.03,66.061,326.66,93.2,204.15,55.58,99.715,38.78,117.23,157.815,41.99,36.31,80.68,50.165,211.8,48.265,288.045,490.5178,101.02,329.01,198.61,442.98,54.82,15.16,136.63,38.5132,133.06,90.585,77.05,109.01,67.6,62.12,199.3,106.805,270.47,75.45,33.8583,654.7,19.435,54.8,62.23,343.55,333.28,172.15,190.93,29.935,131.45,55.56,170.01,413.38,1436.185,36.88,132.96,315.32,182.06,156.46,37.21,196.1,52.15,270.89,58.375,41.25,25.01,113.045,129.74,7.145,36.935,24.7,74.86,113.38,63.4,43.32,158.07
2020-08-07 14:58:00+00:00,444.52,92.445,100.9,230.84,447.91,115.66,137.51,36.43,30.265,63.0,239.66,257.005,3163.56,274.7,81.74,323.02,98.94,169.43,26.02,256.87,303.56,37.59,1754.54,584.09,60.645,209.0,38.725,51.55,134.47,128.95,168.15,602.015,176.58,75.915,42.62,166.1,65.51,38.02,340.37,199.37,47.49,72.845,67.03,64.46,86.36,80.665,27.035,182.74,204.92,129.38,86.16,142.9927,194.31,43.78,63.375,65.96,48.665,31.055,38.66,6.845,266.4,182.19,24.415,41.97,152.21,42.92,6.42,69.0685,26.61,1489.57,1492.99,206.07,14.6501,270.41,154.7,18.3,412.45,124.615,100.13,351.89,47.7401,307.69,683.1697,189.915,147.8,98.725,35.28,157.24,47.88,35.1,152.125,384.16,152.28,340.2,66.08,326.74,93.22,204.12,55.57,99.72,38.8,117.27,157.84,41.99,36.305,80.655,50.17,211.79,48.25,288.1,490.71,100.98,329.15,198.67,442.6698,54.83,15.1517,136.605,38.515,133.05,90.58,77.0534,109.025,67.64,62.23,199.32,106.7564,270.45,75.46,33.89,654.9,19.435,54.8,62.24,343.26,333.25,171.9,191.11,29.932,131.44,55.565,170.01,413.44,1438.92,36.86,132.88,315.25,182.14,156.455,37.21,196.13,52.165,270.75,58.385,41.275,25.005,113.03,129.77,7.145,36.93,24.705,74.865,113.36,63.3967,43.335,158.0
2020-08-07 14:59:00+00:00,444.2048,92.44,100.89,230.65,447.81,115.69,137.46,36.455,30.245,63.0,239.5439,256.98,3163.521,274.73,81.65,323.26,98.97,169.4366,26.005,256.92,304.1799,37.58,1754.54,584.09,60.655,209.0,38.72,51.55,134.44,129.035,168.15,601.625,176.59,75.895,42.62,166.04,65.48,38.02,340.1101,199.41,47.485,72.83,67.02,64.435,86.39,80.63,27.035,182.74,204.8,129.24,86.125,142.89,194.395,43.775,63.3771,65.985,48.7,31.045,38.67,6.845,266.09,182.13,24.41,41.95,152.155,42.9236,6.42,69.02,26.605,1488.9413,1492.52,205.7998,14.655,270.36,154.68,18.3,412.73,124.61,100.12,351.52,47.74,307.55,682.8625,189.92,147.78,98.69,35.285,157.175,47.8882,35.09,152.18,384.44,152.37,340.17,66.081,326.5831,93.2,203.93,55.525,99.73,38.795,117.285,157.85,41.99,36.35,80.64,50.15,211.66,48.275,287.89,490.3745,100.95,329.65,198.59,442.685,54.815,15.18,136.59,38.5,133.02,90.55,77.04,108.955,67.66,62.23,199.165,106.8,270.36,75.45,33.915,654.9,19.45,54.77,62.22,342.92,333.195,171.82,191.245,29.935,131.4226,55.565,170.07,413.395,1436.5439,36.851,132.84,315.19,182.06,156.41,37.205,196.12,52.22,270.555,58.38,41.27,25.0,112.96,129.72,7.15,36.96,24.7,74.865,113.31,63.39,43.36,157.93
2020-08-07 15:00:00+00:00,444.57,92.46,100.95,230.78,447.81,115.7,137.51,36.47,30.27,62.97,239.7329,256.96,3162.9,274.98,81.73,323.45,98.975,169.61,26.02,256.92,305.192,37.595,1754.54,584.13,60.705,209.05,38.745,51.6,134.52,129.06,168.17,601.63,176.795,75.95,42.62,166.13,65.515,38.04,340.04,199.54,47.49,72.81,67.05,64.41,86.47,80.665,27.0433,182.77,204.85,129.23,86.15,142.96,194.56,43.77,63.39,66.0,48.7525,31.045,38.7,6.845,266.37,182.18,24.41,41.95,152.25,42.895,6.43,69.045,26.635,1489.355,1492.75,205.94,14.665,270.52,154.72,18.31,412.945,124.65,100.135,351.72,47.76,307.65,683.605,189.996,147.83,98.78,35.28,157.25,47.895,35.09,152.27,384.635,152.31,340.38,66.18,326.56,93.15,203.99,55.53,99.7841,38.82,117.27,157.955,41.99,36.395,80.65,50.155,211.73,48.295,288.0637,490.52,101.0,329.83,198.61,443.27,54.85,15.2182,136.62,38.52,133.085,90.5952,77.05,109.035,67.7,62.23,199.135,106.835,270.43,75.46,33.895,655.11,19.4682,54.79,62.22,343.22,333.29,171.9,191.36,29.9461,131.365,55.5887,169.98,413.36,1437.9965,36.855,132.91,315.3801,182.0,156.39,37.2396,196.2,52.2266,270.81,58.38,41.26,25.01,113.0,129.75,7.155,36.985,24.715,74.89,113.37,63.4,43.36,158.05
2020-08-07 15:01:00+00:00,445.0454,92.41,100.905,230.69,448.04,115.63,137.34,36.455,30.245,62.915,239.65,256.96,3164.965,275.08,81.835,323.27,98.915,169.4,26.005,256.85,305.22,37.57,1746.22,583.825,60.685,209.03,38.7,51.58,134.4,128.99,168.18,601.08,176.7387,75.91,42.595,166.05,65.44,37.99,339.995,199.815,47.473,72.79,67.025,64.355,86.3592,80.635,27.025,182.62,204.81,129.1842,86.23,142.99,194.44,43.775,63.38,66.02,48.695,31.02,38.72,6.845,266.65,181.885,24.43,41.96,151.99,42.94,6.415,69.03,26.625,1489.225,1492.625,205.86,14.655,270.19,154.64,18.3,412.94,124.59,100.1289,351.85,47.77,307.57,683.24,189.95,147.77,98.75,35.26,157.1747,47.875,35.085,152.24,384.2591,152.22,340.27,66.145,326.52,93.14,203.91,55.495,99.73,38.805,117.25,157.89,41.98,36.34,80.6,50.145,211.79,48.29,288.05,490.87,100.98,329.41,198.56,443.3393,54.835,15.21,136.575,38.5,133.035,90.51,77.0,108.98,67.585,62.144,199.11,106.855,270.54,75.455,33.87,655.145,19.455,54.7501,62.19,343.12,333.27,171.73,191.32,29.935,131.37,55.575,170.07,413.2,1439.39,36.855,132.785,315.47,181.97,156.38,37.21,196.19,52.15,270.865,58.355,41.225,25.01,112.97,129.68,7.155,36.95,24.695,74.84,113.39,63.375,43.3267,158.08
2020-08-07 15:02:00+00:00,445.715,92.44,100.92,230.755,448.32,115.78,137.42,36.465,30.245,62.97,239.7841,256.93,3165.6288,275.26,81.975,323.485,98.975,169.46,26.02,256.64,305.38,37.6,1748.06,584.22,60.72,209.02,38.72,51.595,134.4453,129.01,168.25,601.42,176.8,75.92,42.63,166.1,65.45,38.02,340.005,200.13,47.495,72.83,67.06,64.436,86.37,80.64,27.03,182.63,204.83,129.26,86.23,143.16,194.47,43.785,63.395,66.03,48.705,31.04,38.745,6.8468,266.41,181.9571,24.47,41.97,152.1,42.955,6.425,69.02,26.64,1489.9,1493.47,205.94,14.655,270.345,154.73,18.34,412.96,124.705,100.195,351.8875,47.79,307.72,683.4845,189.99,147.8,98.87,35.265,157.2,47.895,35.12,152.315,384.33,152.33,340.6,66.09,326.69,93.25,204.03,55.5,99.7,38.815,117.28,157.93,41.995,36.36,80.605,50.185,211.935,48.33,288.1066,491.31,101.05,329.29,198.57,443.82,54.855,15.22,136.605,38.51,133.1,90.53,77.03,109.06,67.6,62.15,199.2,106.93,270.71,75.48,33.91,655.15,19.47,54.74,62.23,343.34,333.43,171.92,191.45,29.945,131.44,55.585,170.01,413.41,1440.0134,36.875,132.93,315.48,182.03,156.24,37.24,196.37,52.19,271.02,58.3599,41.29,25.015,112.964,129.76,7.155,36.96,24.708,74.86,113.51,63.3921,43.35,158.08
2020-08-07 15:03:00+00:00,446.1701,92.39,100.94,230.815,448.74,115.78,137.36,36.475,30.24,62.955,239.8,256.87,3169.15,275.345,82.17,323.53,98.965,169.55,26.04,256.89,304.825,37.59,1751.79,584.22,60.75,209.06,38.71,51.63,134.41,129.03,168.15,601.63,176.815,75.91,42.64,166.19,65.47,38.025,340.17,200.55,47.495,72.83,67.12,64.42,86.4,80.72,27.02,182.555,204.7984,129.22,86.29,143.215,194.505,43.8,63.41,66.06,48.765,31.06,38.76,6.855,266.3199,182.0,24.505,41.985,152.1001,43.12,6.415,69.02,26.655,1489.34,1493.475,206.015,14.67,270.45,154.72,18.345,413.155,124.795,100.29,351.76,47.795,307.855,683.75,189.96,147.83,98.8795,35.285,157.22,47.9121,35.105,152.33,384.22,152.3875,340.6,66.12,326.9494,93.3057,204.1,55.51,99.75,38.83,117.33,157.87,41.985,36.38,80.61,50.2,212.045,48.3583,288.37,491.72,101.03,329.48,198.61,444.18,54.88,15.22,136.64,38.515,133.13,90.6,77.04,109.09,67.64,62.16,199.3,107.01,270.87,75.495,33.905,655.15,19.48,54.745,62.19,343.39,333.54,171.95,191.49,29.95,131.47,55.6,170.0,413.4,1443.1503,36.88,132.96,315.685,181.97,156.19,37.24,196.43,52.2203,271.13,58.375,41.295,25.01,112.97,129.8,7.155,36.975,24.715,74.855,113.57,63.41,43.35,158.13
2020-08-07 15:04:00+00:00,446.3466,92.45,100.965,230.89,449.05,115.84,137.42,36.48,30.255,63.025,239.9475,256.865,3172.935,275.595,82.22,323.81,98.98,169.6316,26.04,256.965,304.62,37.605,1752.73,584.57,60.745,209.09,38.7295,51.65,134.42,129.08,168.21,602.01,176.84,75.895,42.6599,166.24,65.47,38.03,340.255,200.58,47.525,72.87,67.13,64.415,86.39,80.71,27.03,182.565,204.95,129.365,86.33,143.31,194.55,43.815,63.4315,66.07,48.805,31.045,38.78,6.86,266.296,181.96,24.515,41.99,152.14,43.125,6.42,69.045,26.65,1491.46,1495.53,206.1802,14.665,270.62,154.73,18.345,412.87,124.755,100.39,351.98,47.825,308.05,683.75,189.98,147.82,98.9,35.305,157.19,47.905,35.115,152.37,384.37,152.49,340.795,66.115,327.165,93.33,204.11,55.53,99.7799,38.8,117.37,157.92,42.0,36.375,80.62,50.24,212.28,48.4,288.51,492.51,101.075,329.19,198.68,445.0,54.9,15.21,136.66,38.5,133.14,90.62,77.01,109.12,67.64,62.16,199.47,107.13,271.09,75.52,33.92,655.285,19.4686,54.7787,62.2,343.51,333.69,171.93,191.53,29.945,131.52,55.6,170.07,413.77,1445.1,36.94,133.09,315.78,182.04,156.23,37.235,196.54,52.18,271.3,58.361,41.33,25.02,112.99,129.82,7.155,36.97,24.7212,74.88,113.6567,63.42,43.35,158.16
2020-08-07 15:05:00+00:00,446.5621,92.45,100.925,230.87,448.81,115.86,137.36,36.4864,30.275,63.04,240.09,256.875,3172.973,275.15,82.27,323.82,99.03,169.75,26.06,257.015,305.0,37.635,1752.73,584.675,60.7117,209.27,38.715,51.7,134.425,129.1207,168.19,601.835,176.72,75.885,42.66,166.235,65.5,38.025,340.19,200.8015,47.525,72.86,67.155,64.41,86.38,80.69,27.02,182.5485,204.925,129.41,86.3203,143.31,194.485,43.805,63.435,66.07,48.82,31.03,38.7901,6.86,267.23,181.99,24.515,41.98,152.23,43.03,6.415,69.06,26.64,1493.4245,1496.94,206.34,14.675,270.475,154.76,18.35,412.805,124.77,100.365,351.85,47.82,307.97,684.68,190.025,147.8,98.98,35.305,157.1202,47.9085,35.105,152.395,384.475,152.406,340.7,66.1,327.085,93.335,204.11,55.5418,99.7576,38.85,117.43,157.91,41.9899,36.4,80.55,50.2724,212.27,48.4217,288.55,492.01,101.035,329.19,198.6099,445.3899,54.9,15.225,136.6404,38.4939,133.085,90.67,77.01,109.22,67.6844,62.2,199.3728,107.02,271.14,75.513,33.97,655.285,19.48,54.7811,62.2,343.65,333.76,172.01,191.52,29.945,131.46,55.5909,170.07,413.88,1443.1588,37.0,133.1368,315.6142,182.03,156.0755,37.255,196.45,52.22,271.45,58.355,41.335,25.0373,113.02,129.76,7.155,36.98,24.7377,74.885,113.66,63.4,43.36,158.2176
2020-08-07 15:06:00+00:00,445.915,92.4,100.89,230.8,448.4,115.75,137.27,36.505,30.31,62.95,239.945,256.815,3168.065,274.84,82.185,323.4,99.1,169.68,26.073,256.83,304.65,37.63,1751.88,584.895,60.64,209.3266,38.705,51.695,134.525,129.2,168.11,601.58,176.7,75.86,42.65,166.19,65.535,38.005,340.11,200.49,47.505,72.89,67.12,64.39,86.3557,80.7,27.055,182.58,204.85,129.315,86.34,143.14,194.5,43.7899,63.415,66.08,48.755,31.07,38.81,6.855,267.15,181.91,24.51,41.96,152.19,43.015,6.42,69.005,26.6343,1492.27,1496.0,206.335,14.66,270.45,154.81,18.34,412.375,124.72,100.25,351.735,47.7839,307.7,684.09,189.99,147.723,99.03,35.305,157.0522,47.905,35.095,152.17,384.495,152.36,340.52,66.075,326.905,93.29,204.08,55.565,99.75,38.86,117.38,157.89,41.99,36.38,80.515,50.24,211.96,48.365,288.5,491.49,101.06,329.44,198.65,444.355,54.88,15.23,136.65,38.47,133.045,90.67,77.0639,109.28,67.72,62.2,199.085,106.92,270.84,75.49,33.95,655.03,19.47,54.8,62.17,343.59,333.57,171.95,191.51,29.945,131.48,55.5984,170.11,413.74,1438.544,36.92,133.02,315.33,182.02,156.19,37.275,196.3102,52.19,271.4,58.3535,41.34,25.041,113.025,129.71,7.155,36.97,24.74,74.885,113.53,63.39,43.36,158.06
2020-08-07 15:07:00+00:00,445.89,92.395,100.88,230.8,448.405,115.77,137.235,36.52,30.305,62.925,239.82,256.82,3162.26,274.6,82.24,323.55,99.095,169.64,26.09,256.81,304.43,37.64,1751.83,584.78,60.64,209.35,38.7,51.77,134.4421,129.2,168.12,601.3,176.65,75.89,42.65,166.19,65.6,37.99,340.22,200.575,47.49,72.85,67.1,64.38,86.36,80.695,27.0618,182.66,204.86,129.26,86.3354,143.232,194.55,43.78,63.41,66.1,48.78,31.06,38.82,6.855,267.1133,181.935,24.51,41.95,152.215,42.97,6.415,69.015,26.64,1491.46,1495.7,206.46,14.655,270.561,154.788,18.34,412.565,124.7,100.385,351.67,47.79,307.605,684.37,189.97,147.688,99.085,35.305,157.045,47.925,35.105,152.12,384.4,152.44,340.62,66.1,326.92,93.27,204.01,55.585,99.73,38.88,117.4,157.86,41.99,36.4201,80.485,50.25,211.99,48.36,288.32,491.35,101.1,329.62,198.61,444.29,54.8956,15.23,136.58,38.465,133.02,90.66,77.0859,109.32,67.711,62.26,199.0,107.08,270.78,75.48,33.97,655.145,19.4718,54.785,62.2399,343.71,333.54,172.04,191.45,29.945,131.48,55.585,170.07,413.47,1437.0417,36.93,133.015,314.935,182.0,156.23,37.275,196.34,52.24,271.17,58.353,41.34,25.045,112.955,129.74,7.16,36.98,24.75,74.875,113.54,63.4,43.36,157.94
2020-08-07 15:08:00+00:00,446.01,92.39,100.87,230.89,448.1659,115.84,137.32,36.565,30.34,62.945,239.81,256.85,3163.73,274.76,82.27,323.7,99.14,169.815,26.1073,256.945,304.39,37.68,1751.0825,584.99,60.61,209.4161,38.71,51.8185,134.4989,129.24,168.158,601.63,176.81,75.89,42.665,166.34,65.63,38.0213,340.27,200.715,47.505,72.905,67.14,64.381,86.385,80.75,27.0823,182.68,204.8,129.335,86.4,143.235,194.62,43.785,63.4275,66.135,48.775,31.07,38.85,6.865,267.3099,182.01,24.54,41.955,152.29,42.98,6.42,69.04,26.655,1491.42,1494.71,206.63,14.6701,270.6,154.84,18.3682,412.39,124.755,100.41,351.395,47.81,307.675,683.79,189.98,147.7,99.1401,35.295,157.14,47.9318,35.11,152.08,384.55,152.5,340.46,66.13,327.105,93.32,204.09,55.56,99.74,38.9049,117.36,157.9,42.002,36.425,80.42,50.275,212.015,48.3817,288.52,491.56,101.16,329.69,198.67,444.34,54.92,15.255,136.63,38.44,133.054,90.72,77.13,109.4,67.78,62.25,198.88,107.01,270.81,75.485,33.97,655.145,19.49,54.8374,62.21,343.71,333.61,172.01,191.41,29.96,131.46,55.615,170.0752,413.057,1435.8,36.925,133.0,314.955,182.13,156.285,37.3,196.33,52.2601,271.0,58.37,41.37,25.065,112.985,129.785,7.155,36.995,24.765,74.9,113.555,63.41,43.39,157.85
2020-08-07 15:09:00+00:00,446.235,92.428,100.87,230.96,449.03,115.9,137.36,36.565,30.335,62.9913,239.78,256.775,3163.905,275.08,82.49,323.83,99.165,169.72,26.085,257.17,304.76,37.68,1751.0825,585.1,60.56,209.4285,38.69,51.79,134.5,129.26,168.14,601.78,176.86,75.87,42.655,166.325,65.6,38.015,340.37,200.77,47.53,72.89,67.17,64.398,86.38,80.75,27.0585,182.73,204.86,129.37,86.35,143.455,194.64,43.79,63.43,66.1,48.78,31.06,38.86,6.865,267.5508,182.0352,24.525,41.955,152.32,42.99,6.415,69.035,26.655,1491.44,1495.04,206.8,14.68,270.625,154.85,18.375,412.635,124.7746,100.51,351.63,47.835,307.68,683.8,189.98,147.69,99.1427,35.295,157.12,47.905,35.095,152.07,384.65,152.46,340.59,66.135,327.26,93.31,204.02,55.565,99.625,38.905,117.37,157.88,42.0013,36.435,80.43,50.26,212.18,48.4027,288.66,492.26,101.17,330.05,198.69,444.765,54.95,15.245,136.6,38.4332,133.055,90.73,77.11,109.33,67.77,62.335,199.195,107.14,270.99,75.4801,33.965,655.45,19.495,54.83,62.275,343.78,333.7,172.05,191.44,29.955,131.5,55.6,170.039,413.25,1439.145,36.945,133.09,315.19,182.09,156.29,37.28,196.42,52.2622,271.0,58.355,41.36,25.055,112.945,129.79,7.155,37.0,24.76,74.905,113.63,63.405,43.395,157.8
2020-08-07 15:10:00+00:00,446.1098,92.41,100.865,231.01,448.98,115.975,137.48,36.52,30.34,63.08,239.78,256.88,3164.25,274.93,82.47,323.995,99.15,169.7,26.075,256.97,304.5351,37.675,1751.07,584.995,60.565,209.3943,38.695,51.79,134.5301,129.245,168.18,601.88,176.9,75.885,42.675,166.32,65.58,38.01,340.42,200.77,47.55,72.92,67.2,64.3933,86.403,80.735,27.0401,182.73,204.92,129.39,86.375,143.54,194.7125,43.795,63.4301,66.1028,48.775,31.06,38.865,6.865,267.3018,182.07,24.57,41.965,152.325,42.96,6.415,69.005,26.64,1491.835,1495.04,206.75,14.675,270.63,154.865,18.36,412.415,124.78,100.525,352.0,47.86,307.745,683.66,189.99,147.67,99.13,35.305,157.18,47.92,35.1,152.09,384.55,152.49,340.77,66.14,327.37,93.3,204.145,55.575,99.71,38.885,117.365,157.92,42.01,36.425,80.47,50.24,212.2505,48.435,288.55,492.0914,101.23,330.195,198.75,444.785,54.945,15.24,136.625,38.45,133.05,90.75,77.11,109.29,67.77,62.28,199.14,107.11,271.0,75.525,33.96,655.45,19.48,54.8,62.225,343.74,333.71,172.02,191.435,29.962,131.6267,55.6272,170.0072,413.435,1438.8937,36.92,133.15,315.18,182.12,156.29,37.29,196.49,52.22,271.22,58.375,41.385,25.045,112.99,129.8,7.155,36.99,24.76,74.915,113.65,63.41,43.4,157.85
