,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IRB#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2008-10-03 09:37:00,0.77,43.09,1.76,457.25,2432.0,0.9242,58.85,1138.25,1.3735,113.3125,100.6,60.625,0.009545999999999999,122.95,672.5,98.05,11020.0,11075.0,1529.75,431.0,645.9,999.5,12.69,0.8809,271.8,107.21875,115.515625,119.3125,33.48,638.75,10622.0,115.97,110.62,94.82,92.82,89.52,3060.0,104.77,22295.0,88.8,1428.0,92.81,834.2,2.632,2.6696,7.332000000000001,966.0,2.2221,11.265,356.3
2008-10-03 09:38:00,0.7701,43.09,1.7619,457.25,2435.0,0.9256,58.75,1137.5,1.3742,113.30468700000002,100.6,60.625,0.009545999999999999,123.0,672.5,98.05,11030.0,11090.0,1531.5,431.0,646.0,999.5,12.71,0.8813,271.8,107.21875,115.484375,119.265625,33.6,638.75,10618.0,115.98,110.615,94.84,92.84,89.53,3061.0,104.765,22295.0,88.8,1428.0,92.89,835.5,2.6325,2.6692,7.329,963.4,2.227,11.285,356.0
2008-10-03 09:39:00,0.7693,43.09,1.7619,457.25,2434.0,0.9244,58.71,1137.5,1.3738,113.24218700000002,100.6,60.725,0.009549,123.05,672.5,98.05,11020.0,11080.0,1530.5,431.0,645.3,999.5,12.74,0.8812,271.8,107.203125,115.4375,119.1875,33.56,638.75,10617.0,115.98,110.615,94.8,92.96,89.68,3063.0,104.775,22295.0,88.8,1428.0,92.96,836.0,2.633,2.674,7.345,969.9,2.2267,11.28,356.5
2008-10-03 09:40:00,0.7699,43.09,1.7619,457.25,2432.0,0.9244,58.7,1138.5,1.3734,113.25,100.6,60.725,0.009545,123.0,672.5,98.025,11030.0,11090.0,1535.0,431.0,646.3,999.5,12.75,0.8807,271.8,107.203125,115.4375,119.203125,33.55,638.75,10623.0,115.97,110.605,94.8,92.83,89.56,3066.0,104.76,22295.0,88.8,1427.0,92.82,836.2,2.638,2.6722,7.34,969.9,2.2246,11.305,356.0
2008-10-03 09:41:00,0.7703,43.09,1.7617,457.25,2428.0,0.925,58.7,1141.25,1.3742,113.21875,100.6,60.725,0.009543000000000001,123.05,672.5,98.0,11040.0,11095.0,1538.25,431.0,647.7,999.5,12.74,0.8811,271.8,107.19531200000002,115.375,119.109375,33.41,638.75,10638.0,115.89,110.555,94.62,93.29,90.0,3071.0,104.73,22295.0,90.13,1425.0,93.3,836.0,2.6345,2.686,7.358,969.9,2.2352,11.29,356.0
2008-10-03 09:42:00,0.7703,43.09,1.7615,457.25,2434.0,0.9255,58.8,1142.0,1.3746,113.19531200000002,100.6,60.725,0.009539,123.25,672.5,98.0,11050.0,11110.0,1538.5,431.0,649.1,999.5,12.7,0.8813,271.8,107.171875,115.296875,119.03125,33.41,638.75,10646.0,115.86,110.505,94.5,93.24,89.95,3075.0,104.705,22295.0,90.13,1424.0,93.24,838.7,2.6415,2.6844,7.354,969.9,2.2345,11.32,356.1
2008-10-03 09:43:00,0.7704,43.09,1.7608,457.25,2434.0,0.9257,58.8,1142.25,1.374,113.17968700000002,100.6,60.8,0.009536,123.45,672.5,98.125,11050.0,11110.0,1536.25,431.0,649.6,999.5,12.68,0.8809,271.8,107.171875,115.296875,119.046875,33.36,638.75,10644.0,115.93,110.525,94.48,93.3,90.06,3072.0,104.695,22295.0,90.13,1424.0,93.34,838.2,2.6415,2.6839,7.353,969.9,2.2347,11.34,356.1
2008-10-03 09:44:00,0.7705,43.09,1.7605,457.25,2431.0,0.9254,58.8,1141.5,1.3736,113.11718700000002,100.65,60.8,0.00954,123.4,672.5,98.125,11050.0,11110.0,1533.0,431.0,648.7,999.5,12.68,0.881,271.8,107.15625,115.234375,118.9375,33.35,638.75,10639.0,115.96,110.55,94.5,93.58,90.26,3071.0,104.7,22295.0,90.13,1426.0,93.6,839.5,2.647,2.6922,7.377000000000001,969.9,2.2427,11.38,356.1
2008-10-03 09:45:00,0.7708,43.09,1.7612,457.25,2431.0,0.9254,58.8,1140.25,1.3741,113.109375,100.65,61.1,0.00954,123.5,672.5,98.05,11040.0,11100.0,1533.75,431.0,647.7,999.5,12.69,0.8815,271.8,107.15625,115.21875,118.859375,33.35,638.75,10626.0,115.98,110.575,94.5,93.51,90.19,3068.0,104.715,22295.0,90.13,1426.0,93.53,839.0,2.646,2.6907,7.369,969.9,2.2415,11.375,356.1
2008-10-03 09:46:00,0.7703,43.09,1.7611,457.25,2428.0,0.925,58.85,1140.25,1.3738,113.13281200000002,100.65,61.1,0.009544,123.5,672.5,98.15,11045.0,11105.0,1529.0,431.0,647.4,999.5,12.64,0.8812,271.8,107.16406200000002,115.234375,118.90625,33.5,638.75,10633.0,116.0,110.575,94.5,93.3,89.98,3069.0,104.715,22295.0,90.13,1425.0,93.32,838.2,2.646,2.684,7.3629999999999995,969.9,2.2373,11.375,356.0
2008-10-03 09:47:00,0.7703,43.09,1.7608,457.25,2427.0,0.925,58.85,1140.5,1.374,113.171875,100.65,60.975,0.009539,123.65,672.5,98.175,11040.0,11105.0,1529.5,431.0,647.5,999.5,12.64,0.881,271.8,107.17968700000002,115.28125,118.9375,33.5,638.75,10639.0,116.03,110.58,94.6,93.18,89.89,3069.0,104.72,22295.0,90.13,1425.0,93.18,837.1,2.6405,2.6815,7.355,969.9,2.235,11.37,356.1
2008-10-03 09:48:00,0.7702,43.09,1.76,457.25,2423.0,0.9251,58.71,1139.75,1.3736,113.19531200000002,100.65,60.975,0.009538,123.5,672.5,98.35,11040.0,11100.0,1525.0,431.0,646.2,999.5,12.65,0.8811,271.8,107.171875,115.28125,118.9375,33.5,638.75,10637.0,116.04,110.59,94.6,93.31,89.99,3066.0,104.73,22295.0,89.84,1423.0,93.32,837.2,2.636,2.679,7.361000000000001,969.9,2.2348,11.33,356.7
2008-10-03 09:49:00,0.7711,43.09,1.7608,457.25,2425.0,0.9255,58.71,1139.25,1.3747,113.24218700000002,100.65,60.975,0.009539,123.5,672.5,98.375,11025.0,11085.0,1520.0,431.0,646.4,999.5,12.65,0.8816,271.8,107.1875,115.34375,119.015625,33.49,638.75,10637.0,116.07,110.62,94.6,93.31,89.97,3064.0,104.74,22295.0,89.84,1423.0,93.33,837.4,2.6375,2.6802,7.372000000000001,969.9,2.2348,11.37,356.5
2008-10-03 09:50:00,0.7707,43.09,1.7613,457.25,2426.0,0.9254,58.68,1139.0,1.3754,113.25,100.65,61.0,0.009545,123.45,672.5,98.375,11010.0,11075.0,1523.5,431.0,646.4,999.5,12.65,0.8819,271.8,107.1875,115.34375,119.03125,33.66,638.75,10636.0,116.07,110.615,94.6,93.4,90.02,3064.0,104.74,22295.0,89.84,1423.0,93.35,838.3,2.64,2.6797,7.369,969.8,2.2373,11.38,356.5
2008-10-03 09:51:00,0.7701,43.09,1.7614,457.25,2426.0,0.9255,58.67,1139.0,1.3753,113.3125,100.65,61.075,0.009545,123.55,672.5,98.3,11020.0,11080.0,1525.0,431.0,646.4,999.5,12.63,0.882,271.8,107.22656200000002,115.40625,119.078125,33.62,638.75,10635.0,116.08,110.63,94.5,93.13,89.95,3064.0,104.745,22295.0,89.84,1423.0,93.13,836.9,2.6385,2.6757,7.36,969.9,2.235,11.325,356.5
2008-10-03 09:52:00,0.7699,43.09,1.7615,457.25,2429.0,0.9252,58.67,1139.0,1.3753,113.30468700000002,100.65,61.1,0.009545999999999999,123.5,672.5,98.3,11030.0,11090.0,1523.5,431.0,646.0,999.5,12.6,0.882,271.8,107.21093700000002,115.390625,119.078125,33.65,638.75,10635.0,116.05,110.615,94.5,93.41,90.1,3065.0,104.74,22295.0,89.84,1420.0,93.41,836.9,2.6315,2.6786,7.355,971.1,2.2364,11.34,355.6
2008-10-03 09:53:00,0.77,43.09,1.762,457.25,2429.0,0.9255,58.7,1138.75,1.3753,113.296875,100.65,61.1,0.009548000000000001,123.4,672.5,98.25,11025.0,11080.0,1524.0,431.0,646.3,999.5,12.61,0.882,271.8,107.203125,115.390625,119.0625,33.65,638.75,10628.0,116.01,110.61,94.5,93.8,90.49,3062.0,104.75,22295.0,90.32,1423.0,93.8,837.8,2.639,2.6915,7.367000000000001,970.5,2.2452,11.335,355.6
2008-10-03 09:54:00,0.7702,43.09,1.7614,457.25,2429.0,0.9255,58.7,1140.75,1.3751,113.32031200000002,100.65,61.1,0.009545,123.2,672.5,98.4,11045.0,11105.0,1528.75,431.0,647.5,999.5,12.62,0.8817,271.8,107.21093700000002,115.40625,119.09375,33.65,638.75,10640.0,116.03,110.61,94.48,93.96,90.6,3065.0,104.75,22295.0,90.71,1423.0,93.92,836.7,2.6365,2.6948,7.396,970.5,2.249,11.305,355.6
2008-10-03 09:55:00,0.7701,43.09,1.7611,457.25,2429.0,0.9252,58.77,1141.5,1.3748,113.296875,100.65,61.1,0.009544,123.25,672.5,98.275,11040.0,11100.0,1533.25,431.0,647.5,999.5,12.63,0.8816,271.8,107.21093700000002,115.359375,119.03125,33.34,638.75,10646.0,116.01,110.615,94.46,94.01,90.64,3067.0,104.76,22295.0,90.71,1421.0,93.97,836.2,2.6355,2.6963,7.398,975.0,2.2495,11.315,355.9
2008-10-03 09:56:00,0.7695,43.09,1.7607,457.25,2427.0,0.9243,58.77,1141.75,1.3741,113.30468700000002,100.65,61.15,0.009541,123.15,672.5,98.15,11060.0,11120.0,1533.5,431.0,648.6,999.5,12.64,0.8812,271.8,107.21093700000002,115.359375,119.046875,33.34,638.75,10650.0,116.0,110.605,94.46,93.8,90.46,3068.0,104.755,22295.0,90.56,1420.0,93.8,834.3,2.6355,2.6924,7.4,973.0,2.2506,11.25,356.5
2008-10-03 09:57:00,0.7689,43.09,1.7605,457.25,2425.0,0.9239,58.7,1141.25,1.3738,113.3125,100.675,61.15,0.009542,123.0,672.5,98.4,11065.0,11125.0,1530.75,431.0,647.4,999.5,12.64,0.8811,271.8,107.22656200000002,115.390625,119.078125,33.34,638.75,10651.0,115.98,110.59,94.48,93.85,90.55,3067.0,104.76,22295.0,90.56,1420.0,93.91,834.0,2.632,2.6945,7.397,970.1,2.2472,11.29,356.0
2008-10-03 09:58:00,0.7685,43.09,1.7603,457.25,2425.0,0.9242,58.7,1141.75,1.3732,113.30468700000002,100.675,61.15,0.00954,122.95,672.5,98.425,11065.0,11125.0,1529.25,431.0,647.9,999.5,12.63,0.881,271.8,107.21875,115.375,119.078125,33.29,638.75,10650.0,115.99,110.595,94.44,94.09,90.71,3068.0,104.76,22295.0,90.56,1420.0,94.06,832.8,2.6325,2.6996,7.388,971.6,2.2519,11.265,356.0
2008-10-03 09:59:00,0.7689,43.09,1.7599,457.25,2425.0,0.9239,58.66,1139.75,1.3733,113.296875,100.675,61.15,0.009542,123.0,672.5,98.4,11050.0,11110.0,1526.25,431.0,646.5,999.5,12.68,0.8809,271.8,107.21093700000002,115.375,119.0625,33.35,638.75,10635.0,115.98,110.595,94.4,94.44,91.13,3061.0,104.76,22295.0,91.09,1420.0,94.44,833.1,2.633,2.7095,7.405,971.6,2.2596,11.3,356.8
2008-10-03 10:00:00,0.7685,43.09,1.7611,457.25,2424.0,0.9236,58.72,1141.5,1.374,113.265625,100.675,61.2,0.009547,123.2,672.5,98.4,11055.0,11105.0,1527.5,431.0,646.8,999.5,12.67,0.8811,271.8,107.21093700000002,115.390625,119.078125,33.42,638.75,10646.0,116.0,110.61,94.4,94.38,91.03,3062.0,104.765,22295.0,91.0,1422.0,94.38,833.4,2.6385,2.7077,7.388999999999999,971.6,2.26,11.325,356.8
2008-10-03 10:01:00,0.7687,43.09,1.7608,457.25,2429.0,0.924,58.75,1140.5,1.3736,113.25,100.675,61.3,0.00954,123.3,672.5,98.325,11060.0,11135.0,1529.5,431.0,647.6,999.5,12.66,0.8809,271.8,107.1875,115.328125,119.0,33.26,638.75,10647.0,115.95,110.585,94.2,94.5,91.25,3065.0,104.765,22295.0,91.0,1423.0,94.5,831.5,2.639,2.7117,7.392,970.0,2.2602,11.28,357.1
2008-10-03 10:02:00,0.7688,43.09,1.7611,457.25,2429.0,0.9237,58.75,1139.75,1.3736,113.28125,100.675,61.3,0.009539,123.35,672.5,98.225,11040.0,11105.0,1529.0,431.0,647.1,999.5,12.68,0.8809,271.8,107.21093700000002,115.390625,119.125,33.4,638.75,10641.0,115.98,110.605,94.34,94.51,91.21,3065.0,104.775,22295.0,91.0,1422.0,94.47,831.9,2.647,2.7119,7.38,970.0,2.2618,11.305,357.5
2008-10-03 10:03:00,0.7691,43.09,1.7617,457.25,2425.0,0.9237,58.74,1140.75,1.374,113.27343700000002,100.65,61.325,0.009539,123.5,672.5,98.4,11055.0,11115.0,1528.25,431.0,647.2,999.5,12.67,0.8813,271.8,107.203125,115.375,119.125,33.34,638.75,10643.0,115.96,110.605,94.3,94.66,91.39,3066.0,104.775,22295.0,91.26,1422.0,94.68,832.2,2.655,2.718,7.39,967.7,2.2645,11.3,357.5
2008-10-03 10:04:00,0.7696,43.09,1.7621,457.25,2425.0,0.924,58.73,1140.25,1.3748,113.25781200000002,100.65,61.35,0.00954,123.35,672.5,98.4,11040.0,11100.0,1527.5,431.0,646.9,999.5,12.65,0.8817,271.8,107.1875,115.359375,119.125,33.39,638.75,10641.0,115.98,110.62,94.3,94.46,91.2,3067.0,104.78,22295.0,91.3,1422.0,94.47,832.6,2.6545,2.7128,7.379,973.9,2.2622,11.315,357.2
2008-10-03 10:05:00,0.7695,43.09,1.7629,457.25,2430.0,0.9239,58.74,1139.75,1.3745,113.265625,100.65,61.6,0.009541,123.3,672.5,98.25,11040.0,11105.0,1528.5,431.0,646.7,999.5,12.59,0.8816,271.8,107.19531200000002,115.375,119.140625,33.34,638.75,10629.0,115.92,110.595,94.28,94.44,91.06,3065.0,104.775,22295.0,91.3,1424.0,94.36,833.1,2.656,2.7069,7.381,973.3,2.26,11.31,356.2
2008-10-03 10:06:00,0.7695,43.09,1.763,457.25,2430.0,0.9237,58.74,1137.75,1.3747,113.28125,101.1,61.55,0.009543000000000001,123.35,672.5,98.35,11030.0,11100.0,1527.5,431.0,645.3,999.5,12.57,0.8818,271.8,107.19531200000002,115.390625,119.1875,33.4,638.75,10621.0,115.91,110.585,94.18,94.27,90.92,3060.0,104.775,22295.0,91.3,1424.0,94.29,834.5,2.6605,2.7058,7.382999999999999,974.0,2.2552,11.355,355.5
2008-10-03 10:07:00,0.7694,43.09,1.7631,457.25,2430.0,0.924,58.74,1136.25,1.375,113.25781200000002,101.15,61.5,0.009543000000000001,123.4,672.5,98.5,11020.0,11085.0,1528.0,431.0,644.9,999.5,12.58,0.882,271.8,107.171875,115.375,119.21875,33.45,638.75,10606.0,115.9,110.58,94.16,94.19,90.88,3058.0,104.775,22295.0,91.3,1424.0,94.18,832.7,2.659,2.7034,7.3839999999999995,975.0,2.2538,11.31,355.6
2008-10-03 10:08:00,0.7695,43.09,1.7632,457.25,2433.0,0.9243,58.74,1137.25,1.3752,113.234375,101.15,61.8,0.009544,123.4,672.5,98.4,11020.0,11085.0,1530.0,431.0,645.7,999.5,12.6,0.882,271.8,107.171875,115.328125,119.15625,33.45,638.75,10614.0,115.89,110.57,94.1,94.17,90.82,3062.0,104.765,22295.0,91.3,1424.0,94.17,830.2,2.66,2.7025,7.388999999999999,975.0,2.2507,11.305,355.8
2008-10-03 10:09:00,0.7695,43.09,1.7625,457.25,2435.0,0.9238,58.74,1137.75,1.3741,113.21093700000002,101.15,61.95,0.009545,123.3,672.5,98.45,11010.0,11070.0,1530.0,431.0,645.9,999.5,12.59,0.8815,271.8,107.15625,115.328125,119.140625,33.45,638.75,10614.0,115.91,110.58,94.1,94.06,90.77,3062.0,104.765,22295.0,91.3,1424.0,94.06,829.7,2.6615,2.7001,7.388,975.0,2.248,11.3,355.7
2008-10-03 10:10:00,0.7694,43.09,1.7633,457.25,2430.0,0.924,58.67,1136.75,1.3744,113.22656200000002,101.0,62.075,0.009548000000000001,123.4,672.5,98.35,11015.0,11070.0,1527.0,431.0,645.6,999.5,12.59,0.8817,271.8,107.16406200000002,115.359375,119.234375,33.46,638.75,10607.0,115.91,110.58,94.14,94.12,90.82,3062.0,104.76,22295.0,91.3,1421.0,94.11,831.2,2.662,2.7002,7.377999999999999,975.0,2.249,11.305,355.7
2008-10-03 10:11:00,0.7693,43.09,1.7627,457.25,2430.0,0.9238,58.67,1136.25,1.3736,113.28906200000002,101.1,62.3,0.009552,123.4,672.5,98.35,11025.0,11080.0,1526.25,431.0,645.4,999.5,12.59,0.8813,271.8,107.17968700000002,115.4375,119.34375,33.47,638.75,10604.0,115.94,110.595,94.2,94.16,90.9,3062.0,104.765,22295.0,91.3,1421.0,94.11,828.9,2.662,2.7011,7.372999999999999,975.0,2.2501,11.285,355.7
2008-10-03 10:12:00,0.7692,43.09,1.7633,457.25,2430.0,0.9235,58.7,1135.25,1.3733,113.30468700000002,101.2,62.275,0.009547,123.4,672.5,98.35,11005.0,11070.0,1524.75,431.0,644.9,999.5,12.59,0.8812,271.8,107.17968700000002,115.46875,119.34375,33.5,638.75,10597.0,115.95,110.58,94.28,93.88,90.58,3059.0,104.765,22295.0,90.63,1421.0,93.84,829.4,2.65,2.696,7.355,975.0,2.242,11.285,355.7
2008-10-03 10:13:00,0.7696,43.09,1.7627,457.25,2430.0,0.9235,58.7,1136.0,1.3735,113.30468700000002,101.0,62.225,0.009548000000000001,123.1,672.5,98.35,11025.0,11080.0,1526.0,431.0,645.3,999.5,12.57,0.8814,271.8,107.171875,115.484375,119.4375,33.53,638.75,10603.0,115.94,110.59,94.28,93.79,90.52,3064.0,104.765,22295.0,90.63,1421.0,93.77,830.3,2.653,2.6944,7.362,975.0,2.2375,11.32,355.2
2008-10-03 10:14:00,0.7692,43.09,1.7618,457.25,2430.0,0.9234,58.7,1137.0,1.3727,113.34375,101.0,62.275,0.009544,123.45,672.5,98.325,11025.0,11080.0,1526.0,431.5,645.6,999.5,12.54,0.8808,271.8,107.1875,115.484375,119.40625,33.45,638.75,10611.0,115.95,110.595,94.1,93.78,90.54,3064.0,104.765,22295.0,90.63,1421.0,93.78,830.3,2.653,2.6929,7.359,974.2,2.2398,11.325,355.2
2008-10-03 10:15:00,0.7693,43.09,1.7612,457.25,2430.0,0.9236,58.69,1139.75,1.3723,113.296875,101.275,62.3,0.00954,123.35,672.5,98.3,11045.0,11105.0,1531.0,431.5,647.2,999.5,12.5,0.8805,271.8,107.17968700000002,115.40625,119.28125,33.35,638.75,10635.0,115.91,110.555,94.08,93.93,90.67,3072.0,104.75,22295.0,90.63,1421.0,93.92,831.6,2.655,2.6972,7.367999999999999,974.2,2.244,11.33,354.2
2008-10-03 10:16:00,0.7698,43.09,1.7621,457.25,2431.0,0.9238,58.69,1141.0,1.3727,113.265625,101.275,62.25,0.009539,123.65,672.5,98.325,11075.0,11130.0,1531.0,431.5,646.9,999.5,12.5,0.8808,271.8,107.15625,115.375,119.234375,33.35,638.75,10645.0,115.92,110.585,94.16,93.95,90.53,3079.0,104.75,22295.0,90.63,1421.0,93.93,831.5,2.655,2.6979,7.374,974.2,2.2417,11.34,354.1
2008-10-03 10:17:00,0.7692,43.09,1.7608,457.25,2432.0,0.9234,58.69,1141.0,1.3714,113.234375,101.275,62.15,0.009535,123.6,672.5,98.35,11065.0,11120.0,1532.25,431.5,647.3,999.5,12.51,0.88,271.8,107.14843700000002,115.375,119.234375,33.44,638.75,10646.0,115.91,110.585,94.12,94.2,90.94,3079.0,104.75,22295.0,90.77,1421.0,94.21,831.0,2.6525,2.7033,7.386,974.2,2.249,11.32,354.3
2008-10-03 10:18:00,0.7695,43.09,1.762,457.25,2430.0,0.9239,58.7,1140.5,1.3722,113.22656200000002,101.275,62.15,0.009536,123.8,672.5,98.35,11065.0,11125.0,1531.5,432.3,646.6,999.5,12.48,0.8806,271.8,107.125,115.375,119.265625,33.35,638.75,10647.0,115.9,110.56,94.18,94.19,90.98,3079.0,104.74,22295.0,90.77,1421.0,94.25,830.8,2.657,2.7036,7.38,974.4,2.2505,11.325,354.1
2008-10-03 10:19:00,0.7694,43.09,1.7627,457.25,2430.0,0.9238,58.7,1141.25,1.3721,113.234375,101.225,62.2,0.009531,123.6,672.5,98.275,11060.0,11120.0,1532.25,432.3,646.6,999.5,12.49,0.8806,271.8,107.13281200000002,115.375,119.265625,33.4,638.75,10650.0,115.89,110.555,94.16,94.19,90.9,3079.0,104.745,22295.0,90.77,1421.0,94.19,830.7,2.658,2.7026,7.379,974.4,2.2519,11.32,354.1
2008-10-03 10:20:00,0.7701,43.09,1.7646,457.25,2430.0,0.9243,58.7,1142.0,1.373,113.22656200000002,101.225,62.25,0.009534,123.55,672.5,98.3,11055.0,11125.0,1531.75,432.3,646.9,999.5,12.5,0.8813,271.8,107.13281200000002,115.375,119.25,33.39,638.75,10654.0,115.91,110.55,94.1,94.35,91.05,3079.0,104.74,22295.0,90.77,1421.0,94.38,831.9,2.6615,2.7059,7.3870000000000005,974.4,2.2527,11.355,354.1
2008-10-03 10:21:00,0.7703,43.09,1.7645,457.25,2430.0,0.924,58.7,1143.0,1.3733,113.21093700000002,101.225,62.3,0.009531,123.45,672.5,98.25,11075.0,11130.0,1533.75,432.3,647.1,999.5,12.49,0.8811,271.8,107.125,115.359375,119.21875,33.34,638.75,10668.0,115.89,110.535,94.1,94.43,91.11,3083.0,104.73,22295.0,90.77,1421.0,94.44,832.0,2.6645,2.7066,7.381,974.4,2.2547,11.365,354.3
2008-10-03 10:22:00,0.7703,43.09,1.7643,457.25,2432.0,0.9241,58.7,1143.5,1.372,113.21093700000002,101.225,62.45,0.009534,123.75,672.5,98.325,11085.0,11140.0,1535.5,432.3,646.9,999.5,12.52,0.8807,271.8,107.13281200000002,115.375,119.21875,33.22,638.75,10670.0,115.91,110.535,94.1,94.46,91.15,3086.0,104.72,22295.0,91.39,1421.0,94.49,832.6,2.6675,2.7081,7.385,974.4,2.256,11.365,354.3
2008-10-03 10:23:00,0.7708,43.09,1.7647,457.25,2430.0,0.9243,58.75,1141.5,1.3725,113.24218700000002,101.225,62.375,0.009535,123.6,672.5,98.5,11070.0,11130.0,1532.5,432.3,645.8,999.5,12.51,0.8809,271.8,107.13281200000002,115.40625,119.28125,33.27,638.75,10657.0,115.93,110.555,94.1,94.3,90.92,3083.0,104.735,22295.0,91.07,1421.0,94.32,832.9,2.667,2.7033,7.38,974.4,2.2515,11.365,354.1
2008-10-03 10:24:00,0.771,43.09,1.7636,457.25,2431.0,0.9241,58.74,1140.25,1.3727,113.21093700000002,101.475,62.4,0.009537,123.7,672.5,98.45,11055.0,11125.0,1531.5,432.3,645.1,999.5,12.52,0.8811,271.8,107.11718700000002,115.375,119.21875,33.27,638.75,10648.0,115.91,110.535,94.08,94.34,90.97,3080.0,104.725,22295.0,91.07,1421.0,94.2,833.4,2.668,2.7038,7.377999999999999,975.1,2.2522,11.39,354.2
2008-10-03 10:25:00,0.7713,43.09,1.7648,457.25,2430.0,0.9246,58.74,1140.75,1.3733,113.16406200000002,101.475,62.275,0.009537,123.65,672.5,98.475,11055.0,11115.0,1530.5,433.0,645.8,999.5,12.55,0.8815,271.8,107.10156200000002,115.328125,119.140625,33.27,638.75,10648.0,115.88,110.5,94.0,94.1,90.82,3080.0,104.7,22295.0,91.07,1421.0,94.16,833.7,2.673,2.6994,7.356,975.1,2.2471,11.395,354.2
2008-10-03 10:26:00,0.7707,43.09,1.7649,457.25,2430.0,0.9243,58.76,1141.0,1.3733,113.171875,101.475,62.2,0.00954,123.55,672.5,98.5,11065.0,11125.0,1532.25,431.0,646.3,999.5,12.55,0.8816,271.8,107.109375,115.375,119.15625,33.27,638.75,10649.0,115.84,110.475,93.92,94.26,90.92,3082.0,104.685,22295.0,91.07,1421.0,94.27,834.2,2.6765,2.7019,7.362,978.0,2.2493,11.44,354.2
2008-10-03 10:27:00,0.7706,43.09,1.7652,457.25,2431.0,0.9244,58.78,1141.75,1.3736,113.15625,101.475,62.2,0.009541,123.65,672.5,98.5,11055.0,11120.0,1534.75,430.0,646.6,999.5,12.55,0.8816,271.8,107.109375,115.328125,119.09375,33.27,638.75,10651.0,115.81,110.475,93.92,94.14,90.75,3084.0,104.69,22295.0,91.07,1422.0,94.15,833.7,2.677,2.6998,7.341,978.0,2.2493,11.415,354.2
2008-10-03 10:28:00,0.7707,43.09,1.7656,457.25,2430.0,0.9246,58.78,1142.75,1.3732,113.11718700000002,101.475,62.25,0.009537,123.65,672.5,98.55,11070.0,11135.0,1535.0,430.0,646.6,999.5,12.56,0.8813,271.8,107.09375,115.265625,118.984375,33.27,638.75,10662.0,115.78,110.45,93.82,94.12,90.79,3088.0,104.685,22295.0,91.07,1424.0,94.17,834.1,2.6745,2.7009,7.349,978.0,2.2466,11.395,354.2
2008-10-03 10:29:00,0.7704,43.09,1.765,457.25,2429.0,0.9244,58.88,1142.75,1.3725,113.140625,101.475,62.25,0.009531,123.9,672.5,98.6,11080.0,11140.0,1534.75,429.1,646.5,999.5,12.55,0.8808,271.8,107.109375,115.296875,119.03125,33.27,638.75,10660.0,115.8,110.475,93.82,94.22,90.81,3089.0,104.7,22295.0,91.07,1424.0,94.1,834.0,2.67,2.7009,7.3389999999999995,978.0,2.2475,11.385,354.2
2008-10-03 10:30:00,0.7708,43.09,1.7653,457.25,2430.0,0.9244,58.85,1143.75,1.3726,113.11718700000002,101.475,62.275,0.009528,123.8,672.5,98.6,11085.0,11150.0,1536.0,429.7,647.1,999.5,12.53,0.8807,271.8,107.10156200000002,115.296875,119.046875,33.27,638.75,10667.0,115.8,110.48,93.8,94.01,90.67,3091.0,104.7,22295.0,91.07,1422.0,93.99,832.8,2.667,2.6952,7.329,978.0,2.2425,11.355,354.2
2008-10-03 10:31:00,0.7715,43.01,1.7671,458.0,2429.0,0.9251,58.89,1143.75,1.374,113.125,101.8,62.225,0.009528,123.8,676.5,98.6,11100.0,11155.0,1535.75,433.0,646.9,1003.0,12.54,0.8811,273.0,107.109375,115.296875,118.984375,33.27,643.25,10670.0,115.81,110.48,94.0,94.07,90.72,3094.0,104.7,22295.0,91.07,1425.0,94.11,833.3,2.666,2.6971,7.341,978.0,2.2438,11.375,354.6
2008-10-03 10:32:00,0.7716,43.14,1.7689,457.75,2433.0,0.9254,58.99,1142.75,1.3742,113.13281200000002,101.85,62.275,0.009526,123.7,677.5,98.6,11095.0,11155.0,1534.5,433.5,646.2,1009.5,12.56,0.8812,275.5,107.10156200000002,115.28125,118.953125,33.05,644.0,10665.0,115.82,110.48,93.94,94.17,90.81,3093.0,104.705,22295.0,91.07,1423.0,94.15,834.4,2.669,2.6978,7.3420000000000005,978.0,2.247,11.385,355.0
2008-10-03 10:33:00,0.7717,43.35,1.7688,458.5,2441.0,0.9255,58.9,1144.5,1.3741,113.125,101.7,62.3,0.009522,123.75,677.5,98.575,11110.0,11165.0,1538.25,435.6,647.1,1015.75,12.57,0.8812,276.8,107.10156200000002,115.265625,118.890625,33.03,643.5,10677.0,115.76,110.455,93.92,94.2,90.86,3098.0,104.69,22295.0,91.07,1426.0,94.2,835.2,2.668,2.7005,7.347,978.0,2.2476,11.42,355.5
