,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-05-07 03:44:00,113.03906200000002,0.8836,37.93,1.472,369.25,3137.0,0.9505,80.81,1128.25,1.2743,116.74218700000002,115.55,84.0,0.010856999999999999,133.1,517.25,96.2,1382.7,924.8,10465.0,10420.0,1895.5,672.6,955.0,13.24,0.9001,278.0,109.109375,119.65625,129.96875,122.53125,28.85,504.0,10508.0,127.19,119.9,108.32,77.46,80.19,2538.0,109.715,2.1163,2.1486,1324.0,80.5,2390.0,77.47,1203.5,3.0995,2.1201,3.935,1670.0,2.1594,17.78,431.0
2010-05-07 03:45:00,113.03906200000002,0.8831,37.93,1.4711,369.25,3137.0,0.9501,80.81,1127.75,1.2735,116.75781200000002,115.55,84.0,0.010862,133.35,517.25,96.2,1382.7,924.8,10465.0,10415.0,1895.0,672.2,955.0,13.24,0.8998,278.0,109.109375,119.671875,129.96875,122.5625,28.85,504.0,10502.0,127.24,119.91,108.32,77.5,80.17,2539.0,109.725,2.1163,2.1486,1324.0,80.5,2390.0,77.42,1203.2,3.0995,2.1184,3.932,1670.0,2.1594,17.775,431.0
2010-05-07 03:46:00,113.03906200000002,0.8836,37.93,1.4713,369.0,3137.0,0.9501,80.81,1128.0,1.2736,116.74218700000002,115.55,84.0,0.010855,133.3,517.25,96.2,1382.7,924.8,10465.0,10420.0,1895.25,672.6,955.0,13.22,0.8997,278.0,109.109375,119.65625,129.96875,122.53125,28.85,504.75,10505.0,127.2,119.91,108.4,77.39,80.09,2541.0,109.72,2.1163,2.1486,1324.0,80.5,2390.0,77.4,1203.2,3.103,2.1178,3.932,1670.0,2.1594,17.775,431.0
2010-05-07 03:47:00,113.03906200000002,0.8839,37.93,1.4718,369.0,3137.0,0.9506,80.81,1128.0,1.2734,116.734375,115.55,84.0,0.010851000000000001,133.5,517.25,96.2,1382.7,924.8,10465.0,10415.0,1895.0,672.7,955.0,13.19,0.8997,278.0,109.11718700000002,119.640625,129.96875,122.53125,28.85,504.75,10506.0,127.16,119.88,108.3,77.33,80.04,2542.0,109.715,2.1163,2.1486,1324.0,80.5,2390.0,77.36,1202.9,3.101,2.1161,3.9330000000000003,1670.0,2.1594,17.77,428.8
2010-05-07 03:48:00,113.03906200000002,0.8839,37.93,1.471,369.0,3137.0,0.9504,80.81,1128.25,1.2728,116.734375,115.55,84.0,0.010851999999999999,133.55,517.25,96.2,1382.7,924.8,10465.0,10420.0,1895.0,672.8,955.0,13.2,0.8995,278.0,109.11718700000002,119.65625,129.96875,122.53125,28.85,504.75,10507.0,127.17,119.88,108.22,77.37,80.05,2544.0,109.715,2.1163,2.1486,1324.0,80.5,2390.0,77.33,1203.0,3.1,2.1169,3.93,1670.0,2.1594,17.775,427.1
2010-05-07 03:49:00,113.03906200000002,0.8842,37.93,1.4727,369.0,3137.0,0.9506,80.81,1127.75,1.2735,116.734375,115.55,84.0,0.010862,133.7,517.25,96.2,1382.7,924.8,10465.0,10415.0,1894.5,672.2,955.0,13.18,0.8995,278.0,109.109375,119.640625,129.96875,122.5,28.85,504.75,10504.0,127.14,119.86,108.22,77.36,80.05,2544.0,109.71,2.1163,2.1486,1324.0,80.5,2390.0,77.38,1203.3,3.102,2.1171,3.9330000000000003,1669.5,2.1594,17.78,427.1
2010-05-07 03:50:00,113.03906200000002,0.8842,37.93,1.4734,369.0,3137.0,0.951,80.81,1127.5,1.2736,116.74218700000002,115.55,84.0,0.010859,133.6,517.25,96.2,1382.7,924.8,10465.0,10415.0,1894.25,672.2,955.0,13.18,0.8995,278.0,109.11718700000002,119.65625,129.96875,122.53125,28.85,504.75,10502.0,127.15,119.86,108.24,77.39,80.09,2543.0,109.715,2.1163,2.1486,1324.0,80.5,2390.0,77.33,1203.1,3.1045,2.1158,3.935,1670.3,2.1594,17.77,426.5
2010-05-07 03:51:00,113.03906200000002,0.8838,37.93,1.4726,369.0,3137.0,0.9511,80.8,1127.5,1.273,116.74218700000002,115.55,84.0,0.010856000000000001,133.5,517.25,96.2,1382.7,924.8,10465.0,10415.0,1893.75,672.2,955.0,13.14,0.899,278.0,109.11718700000002,119.65625,129.96875,122.53125,28.85,504.25,10499.0,127.19,119.89,108.24,77.27,80.03,2538.0,109.725,2.1163,2.1486,1324.0,80.5,2390.0,77.29,1203.2,3.105,2.1155,3.932,1669.5,2.1612,17.77,425.5
2010-05-07 03:52:00,113.03906200000002,0.884,37.93,1.4737,369.0,3137.0,0.9504,80.8,1127.25,1.2733,116.74218700000002,115.55,84.0,0.010867,133.45,517.25,96.2,1382.7,924.8,10465.0,10410.0,1893.5,671.9,955.0,13.07,0.8991,278.0,109.11718700000002,119.640625,129.96875,122.53125,28.85,504.25,10499.0,127.18,119.88,108.28,77.34,80.03,2538.0,109.72,2.1163,2.1486,1324.0,80.5,2390.0,77.32,1203.4,3.107,2.1171,3.932,1670.0,2.1612,17.775,423.0
2010-05-07 03:53:00,113.03906200000002,0.8845,37.93,1.4731,369.0,3137.0,0.9503,80.8,1126.5,1.273,116.734375,115.55,84.0,0.010864,133.5,517.25,96.2,1382.7,924.8,10465.0,10410.0,1892.5,671.6,955.0,13.09,0.8989,278.0,109.11718700000002,119.640625,129.96875,122.53125,28.85,504.25,10492.0,127.18,119.88,108.24,77.33,80.02,2536.0,109.72,2.1163,2.1486,1324.0,80.5,2390.0,77.32,1203.1,3.1055,2.1165,3.932,1670.0,2.1612,17.765,422.3
2010-05-07 03:54:00,113.03906200000002,0.8846,37.93,1.4724,369.0,3137.0,0.9502,80.8,1126.25,1.2722,116.74218700000002,115.55,84.0,0.010864,133.6,517.25,96.2,1382.7,924.8,10465.0,10405.0,1891.75,671.6,955.0,13.1,0.8987,278.0,109.109375,119.65625,129.96875,122.5625,28.85,504.25,10490.0,127.23,119.9,108.24,77.28,80.0,2533.0,109.725,2.1163,2.1486,1324.0,80.5,2390.0,77.27,1203.1,3.1,2.115,3.929,1670.3,2.1612,17.745,422.7
2010-05-07 03:55:00,113.03906200000002,0.8838,37.93,1.4721,368.75,3137.0,0.9493,80.8,1127.25,1.2719,116.74218700000002,115.55,84.0,0.01087,133.5,517.25,96.2,1382.7,924.8,10465.0,10410.0,1892.5,672.1,955.0,13.08,0.8987,278.0,109.109375,119.65625,129.96875,122.5625,28.85,504.25,10497.0,127.26,119.93,108.36,77.24,79.96,2543.0,109.73,2.1163,2.1486,1324.0,80.5,2390.0,77.22,1202.7,3.0995,2.1134,3.929,1670.3,2.1612,17.735,421.9
2010-05-07 03:56:00,113.03906200000002,0.8834,37.95,1.4715,368.5,3137.0,0.9489,80.8,1126.25,1.2713,116.74218700000002,115.55,84.0,0.010876,133.5,517.25,96.2,1382.7,924.8,10465.0,10400.0,1892.0,671.4,954.25,13.1,0.8985,278.0,109.109375,119.65625,129.96875,122.5625,28.85,503.75,10491.0,127.27,119.93,108.38,77.14,79.92,2541.0,109.73,2.1163,2.1486,1324.0,80.5,2390.0,77.17,1203.1,3.101,2.1115,3.925,1668.1,2.1612,17.73,423.0
2010-05-07 03:57:00,113.03906200000002,0.8831,37.95,1.4711,368.5,3137.0,0.9486,80.8,1125.0,1.2715,116.74218700000002,115.55,84.0,0.010872,133.5,517.25,96.2,1382.7,924.8,10465.0,10395.0,1890.25,670.9,954.25,13.09,0.8986,278.0,109.109375,119.65625,129.96875,122.5625,28.85,503.75,10481.0,127.28,119.94,108.38,77.21,79.98,2538.0,109.735,2.1163,2.1486,1324.0,80.5,2390.0,77.21,1202.6,3.099,2.113,3.927,1670.2,2.1612,17.725,423.6
2010-05-07 03:58:00,113.03906200000002,0.8826,37.98,1.4708,368.75,3137.0,0.9481,80.8,1125.25,1.2713,116.74218700000002,115.6,84.0,0.010868000000000001,133.55,517.25,96.2,1382.7,924.8,10465.0,10395.0,1890.25,670.9,954.5,13.09,0.8985,278.0,109.109375,119.671875,129.96875,122.5625,28.85,503.5,10484.0,127.3,119.96,108.38,77.16,79.9,2538.0,109.735,2.1163,2.1486,1324.0,80.5,2390.0,77.13,1202.7,3.097,2.1116,3.927,1670.2,2.1612,17.715,423.6
2010-05-07 03:59:00,113.03906200000002,0.8823,37.98,1.4715,368.75,3137.0,0.9481,80.75,1124.25,1.2718,116.74218700000002,115.6,84.0,0.01087,133.55,517.25,96.2,1382.7,924.8,10465.0,10390.0,1889.0,670.4,954.5,13.14,0.8988,278.0,109.109375,119.65625,129.96875,122.5625,28.85,503.5,10475.0,127.33,119.98,108.38,77.13,79.91,2534.0,109.755,2.1163,2.1486,1324.0,80.5,2390.0,77.14,1202.8,3.098,2.1104,3.927,1669.0,2.155,17.725,423.6
2010-05-07 04:00:00,113.03906200000002,0.8824,37.98,1.472,368.5,3137.0,0.948,80.75,1125.25,1.272,116.734375,115.6,84.0,0.010867,133.5,517.25,96.2,1382.7,924.8,10465.0,10395.0,1890.75,671.0,954.5,13.19,0.899,278.0,109.109375,119.640625,129.96875,122.53125,28.85,503.5,10482.0,127.33,119.97,108.38,77.17,79.9,2537.0,109.745,2.1163,2.1486,1324.0,80.5,2390.0,77.16,1203.0,3.099,2.1115,3.928,1669.0,2.155,17.72,424.4
2010-05-07 04:01:00,113.03906200000002,0.8838,37.98,1.4714,368.75,3137.0,0.9487,80.75,1124.25,1.2724,116.75,115.6,84.0,0.010864,133.5,517.25,96.2,1382.7,924.8,10465.0,10385.0,1888.5,670.3,954.5,13.21,0.8991,278.0,109.11718700000002,119.671875,129.96875,122.59375,28.85,503.25,10473.0,127.39,120.02,108.46,77.03,79.78,2530.0,109.755,2.1163,2.1486,1324.0,80.5,2390.0,77.02,1203.0,3.1,2.1078,3.928,1668.9,2.1527,17.725,424.6
2010-05-07 04:02:00,113.03906200000002,0.8844,37.98,1.4715,368.75,3135.0,0.9493,80.75,1125.5,1.2733,116.71875,115.6,84.0,0.01086,133.55,517.25,96.2,1382.7,924.8,10465.0,10395.0,1890.75,671.3,954.5,13.2,0.8996,278.0,109.10156200000002,119.625,129.96875,122.53125,28.85,503.0,10484.0,127.31,119.97,108.46,77.07,79.76,2537.0,109.75,2.1163,2.1486,1324.0,80.5,2390.0,77.07,1203.4,3.1025,2.1083,3.931,1667.3,2.1526,17.735,425.0
2010-05-07 04:03:00,113.03906200000002,0.8843,37.98,1.4712,368.75,3128.0,0.9489,80.75,1124.5,1.2731,116.72656200000002,115.6,84.0,0.010865999999999999,133.5,517.25,96.2,1382.7,924.8,10465.0,10390.0,1890.0,670.8,954.5,13.19,0.8995,278.0,109.109375,119.640625,129.96875,122.5625,28.85,503.0,10479.0,127.35,120.0,108.46,77.06,79.73,2534.0,109.755,2.1163,2.1486,1324.0,80.5,2390.0,77.06,1203.3,3.101,2.1083,3.931,1667.3,2.1533,17.72,424.6
2010-05-07 04:04:00,113.03906200000002,0.8847,37.98,1.471,368.75,3117.0,0.949,80.75,1124.75,1.2734,116.71093700000002,115.6,84.0,0.010864,133.5,517.25,96.2,1382.7,924.8,10465.0,10385.0,1889.75,670.8,954.75,13.2,0.8996,278.0,109.109375,119.640625,129.96875,122.5625,28.85,503.0,10479.0,127.34,120.0,108.5,77.02,79.68,2534.0,109.755,2.1163,2.1486,1324.0,80.5,2390.0,77.03,1202.9,3.102,2.1083,3.931,1667.5,2.154,17.72,423.6
2010-05-07 04:05:00,113.03906200000002,0.8851,38.01,1.4715,368.75,3112.0,0.9498,80.75,1125.75,1.2737,116.71093700000002,115.6,84.0,0.010860999999999999,133.55,516.5,96.2,1382.7,924.8,10465.0,10390.0,1891.75,671.4,956.0,13.18,0.8997,278.0,109.10156200000002,119.625,129.96875,122.53125,28.85,503.25,10488.0,127.31,119.99,108.48,77.07,79.71,2537.0,109.75,2.1163,2.1486,1324.0,80.5,2390.0,77.07,1202.6,3.1035,2.1081,3.931,1667.5,2.154,17.71,424.2
2010-05-07 04:06:00,113.03906200000002,0.885,37.95,1.4714,369.0,3110.0,0.9495,80.75,1125.5,1.2741,116.71093700000002,115.6,84.0,0.010865999999999999,133.45,516.5,96.2,1382.7,924.8,10465.0,10390.0,1890.5,670.8,955.25,13.2,0.8996,278.0,109.10156200000002,119.609375,129.96875,122.53125,28.85,503.75,10483.0,127.35,120.01,108.46,77.08,79.72,2536.0,109.75,2.1163,2.1486,1324.0,80.5,2390.0,77.08,1202.7,3.104,2.1084,3.9339999999999997,1668.1,2.154,17.705,424.0
2010-05-07 04:07:00,113.03906200000002,0.8858,37.94,1.4713,369.0,3125.0,0.9498,80.75,1124.75,1.2741,116.703125,115.6,84.0,0.010863,133.3,516.5,96.2,1382.7,924.8,10465.0,10390.0,1889.75,671.1,955.5,13.18,0.8999,278.2,109.109375,119.609375,129.96875,122.5,28.85,503.75,10480.0,127.28,119.95,108.44,77.1,79.73,2535.0,109.75,2.1163,2.1486,1324.0,80.5,2390.0,77.11,1202.8,3.1075,2.1095,3.9330000000000003,1667.5,2.154,17.715,423.8
2010-05-07 04:08:00,113.03906200000002,0.886,37.92,1.4713,369.25,3127.0,0.9497,80.75,1125.75,1.2741,116.703125,115.6,84.0,0.010865000000000001,133.3,516.5,96.2,1382.7,924.8,10465.0,10390.0,1891.25,671.4,955.25,13.19,0.8999,278.2,109.10156200000002,119.609375,129.96875,122.5,28.85,503.75,10486.0,127.28,119.94,108.42,77.09,79.72,2538.0,109.74,2.1163,2.1486,1324.0,80.5,2390.0,77.1,1202.8,3.111,2.1096,3.9330000000000003,1667.8,2.154,17.725,423.8
2010-05-07 04:09:00,113.03906200000002,0.8864,37.92,1.4719,369.5,3128.0,0.9506,80.75,1127.0,1.2758,116.69531200000002,115.6,84.0,0.010865000000000001,133.5,516.5,96.2,1382.7,924.8,10465.0,10400.0,1893.0,672.2,955.25,13.2,0.9007,278.2,109.109375,119.578125,129.96875,122.46875,28.85,503.75,10497.0,127.23,119.93,108.4,77.17,79.76,2544.0,109.735,2.1163,2.1486,1324.0,80.5,2390.0,77.2,1203.0,3.118,2.1118,3.931,1668.1,2.1559,17.745,423.8
2010-05-07 04:10:00,113.03906200000002,0.8862,37.92,1.4709,369.75,3130.0,0.9505,80.65,1128.25,1.2762,116.67968700000002,115.6,84.0,0.010858,133.4,516.5,96.2,1382.7,924.8,10465.0,10405.0,1894.25,672.8,955.0,13.23,0.901,278.2,109.10156200000002,119.5625,129.96875,122.4375,28.85,503.75,10503.0,127.21,119.91,108.34,77.33,79.88,2548.0,109.725,2.1163,2.1486,1324.0,80.5,2390.0,77.31,1203.1,3.119,2.1145,3.9330000000000003,1667.8,2.159,17.76,424.6
2010-05-07 04:11:00,113.03906200000002,0.8869,37.92,1.4719,370.0,3131.0,0.951,80.57,1129.5,1.2771,116.671875,115.6,84.0,0.010859,133.4,516.5,96.2,1382.7,924.8,10465.0,10410.0,1896.75,673.2,955.0,13.25,0.9014,278.2,109.09375,119.546875,129.96875,122.4375,28.85,503.75,10514.0,127.2,119.9,108.34,77.43,79.98,2548.0,109.725,2.1163,2.1486,1324.0,80.5,2390.0,77.42,1203.3,3.124,2.1166,3.932,1667.3,2.1623,17.77,425.8
2010-05-07 04:12:00,113.03906200000002,0.8869,37.92,1.4738,370.0,3135.0,0.9515,80.61,1129.5,1.2775,116.671875,115.6,84.0,0.010854,133.55,516.5,96.2,1382.7,924.8,10465.0,10410.0,1896.25,672.8,955.0,13.28,0.9015,278.2,109.09375,119.53125,129.96875,122.40625,28.85,503.75,10514.0,127.2,119.9,108.34,77.41,79.96,2547.0,109.725,2.1163,2.1486,1324.0,80.5,2390.0,77.41,1203.3,3.123,2.1169,3.932,1667.3,2.1623,17.77,426.0
2010-05-07 04:13:00,113.03906200000002,0.887,37.92,1.473,370.0,3140.0,0.9514,80.61,1129.5,1.277,116.671875,115.6,84.0,0.010849,133.55,516.5,96.2,1382.7,924.8,10465.0,10405.0,1896.75,673.1,955.0,13.25,0.9014,278.2,109.10156200000002,119.5625,129.96875,122.40625,28.85,503.75,10513.0,127.21,119.9,108.32,77.42,79.95,2547.0,109.73,2.117,2.1486,1324.0,80.5,2390.0,77.41,1202.8,3.125,2.1165,3.932,1667.3,2.1623,17.755,426.0
2010-05-07 04:14:00,113.03906200000002,0.8866,37.92,1.472,370.0,3136.0,0.9511,80.61,1128.75,1.2767,116.6875,115.6,84.0,0.010853,133.55,516.5,96.2,1382.7,924.8,10465.0,10400.0,1895.25,672.7,955.5,13.25,0.9013,278.5,109.10156200000002,119.578125,129.96875,122.53125,28.85,503.75,10506.0,127.27,119.94,108.32,77.32,79.9,2545.0,109.74,2.117,2.1486,1324.0,80.5,2390.0,77.35,1202.7,3.1215,2.1142,3.932,1667.0,2.1626,17.735,426.0
2010-05-07 04:15:00,113.03906200000002,0.8864,37.92,1.4718,370.0,3136.0,0.9506,80.61,1129.5,1.276,116.66406200000002,115.6,84.0,0.010847,133.55,516.5,96.2,1382.7,924.8,10465.0,10405.0,1896.25,673.1,955.5,13.27,0.9006,278.5,109.10156200000002,119.546875,129.96875,122.46875,28.85,503.75,10511.0,127.26,119.94,108.4,77.34,79.91,2550.0,109.735,2.117,2.1486,1324.0,80.5,2390.0,77.35,1202.7,3.1105,2.1156,3.93,1667.0,2.1626,17.725,426.0
2010-05-07 04:16:00,113.03906200000002,0.8867,37.92,1.4716,369.5,3137.0,0.9506,80.61,1129.25,1.2749,116.67968700000002,115.6,84.0,0.010847,133.55,516.5,96.2,1382.7,924.8,10465.0,10405.0,1896.5,672.8,955.5,13.29,0.9001,278.5,109.10156200000002,119.5625,129.96875,122.4375,28.85,503.75,10508.0,127.25,119.93,108.38,77.33,79.83,2548.0,109.73,2.117,2.1486,1324.0,80.5,2390.0,77.31,1202.1,3.1145,2.1133,3.929,1667.0,2.1626,17.725,426.3
2010-05-07 04:17:00,113.03906200000002,0.8866,37.92,1.4723,369.5,3137.0,0.9505,80.61,1129.0,1.2751,116.67968700000002,115.6,84.0,0.010849,133.55,516.5,96.2,1382.7,924.8,10465.0,10400.0,1895.75,672.8,955.5,13.32,0.9001,278.5,109.10156200000002,119.5625,129.96875,122.5,28.85,503.75,10505.0,127.3,119.95,108.38,77.25,79.8,2547.0,109.74,2.117,2.1486,1324.0,80.5,2390.0,77.26,1202.0,3.114,2.1119,3.926,1667.0,2.1598,17.71,426.5
2010-05-07 04:18:00,113.03906200000002,0.8868,37.92,1.4716,369.5,3137.0,0.9507,80.61,1129.5,1.2751,116.671875,115.5,84.0,0.010848,133.5,516.5,96.2,1382.7,924.8,10465.0,10410.0,1897.25,673.2,956.0,13.28,0.9001,278.5,109.10156200000002,119.5625,129.96875,122.46875,28.85,503.5,10513.0,127.28,119.93,108.46,77.32,79.84,2550.0,109.73,2.117,2.1486,1324.0,80.5,2390.0,77.28,1201.7,3.1135,2.1134,3.927,1667.0,2.1605,17.725,426.5
2010-05-07 04:19:00,113.03906200000002,0.8873,37.92,1.4722,369.5,3137.0,0.9514,80.61,1130.25,1.2755,116.66406200000002,115.5,84.0,0.010847,133.5,516.5,96.2,1382.7,924.8,10465.0,10415.0,1898.25,673.3,956.0,13.26,0.9005,278.5,109.09375,119.546875,129.96875,122.4375,28.85,503.5,10520.0,127.26,119.91,108.46,77.35,79.89,2555.0,109.725,2.117,2.1486,1324.0,80.5,2390.0,77.35,1201.5,3.116,2.1137,3.929,1667.0,2.1605,17.725,427.0
2010-05-07 04:20:00,113.03906200000002,0.8871,37.92,1.4726,369.5,3137.0,0.951,80.61,1130.75,1.2759,116.66406200000002,115.5,84.0,0.010849,133.5,516.5,96.2,1382.7,924.8,10465.0,10410.0,1899.25,673.6,956.25,13.27,0.9009,278.5,109.09375,119.546875,129.96875,122.4375,28.85,503.5,10522.0,127.28,119.92,108.46,77.39,79.92,2550.0,109.73,2.117,2.1486,1324.0,80.5,2390.0,77.39,1201.9,3.1185,2.1154,3.928,1667.0,2.1605,17.73,427.0
2010-05-07 04:21:00,113.03906200000002,0.8872,38.03,1.4728,369.5,3144.0,0.9515,80.61,1131.75,1.2764,116.65625,115.5,84.0,0.010846,133.55,516.5,96.2,1382.7,924.8,10465.0,10420.0,1901.75,674.3,956.25,13.3,0.9011,278.5,109.09375,119.53125,129.96875,122.4375,28.85,503.5,10527.0,127.23,119.89,108.46,77.49,80.0,2555.0,109.715,2.117,2.1486,1324.0,80.5,2390.0,77.47,1202.0,3.122,2.1171,3.928,1667.0,2.164,17.745,427.0
2010-05-07 04:22:00,113.03906200000002,0.8871,38.03,1.4732,369.75,3140.0,0.9518,80.61,1132.0,1.2767,116.66406200000002,115.5,84.0,0.010847,133.55,516.5,96.2,1382.7,924.8,10465.0,10420.0,1902.5,674.4,956.25,13.33,0.9017,278.5,109.09375,119.546875,129.96875,122.4375,28.85,503.5,10530.0,127.24,119.9,108.44,77.55,80.07,2554.0,109.715,2.117,2.1486,1324.0,80.5,2390.0,77.54,1202.3,3.123,2.1186,3.928,1667.0,2.1665,17.755,427.0
2010-05-07 04:23:00,113.03906200000002,0.8879,38.05,1.4729,370.0,3142.0,0.9527,80.61,1132.25,1.2767,116.64843700000002,115.5,84.0,0.010844,133.7,516.5,96.2,1382.7,924.8,10465.0,10425.0,1902.75,674.3,956.25,13.3,0.9018,278.5,109.09375,119.53125,129.96875,122.40625,28.85,503.5,10532.0,127.16,119.86,108.4,77.62,80.18,2558.0,109.705,2.117,2.1486,1324.0,80.5,2390.0,77.64,1202.6,3.1225,2.12,3.924,1667.0,2.1683,17.76,427.5
2010-05-07 04:24:00,113.03906200000002,0.8877,38.05,1.4728,369.5,3140.0,0.9523,80.7,1131.75,1.2762,116.65625,115.5,84.0,0.010845,133.75,516.5,96.2,1382.7,924.8,10465.0,10420.0,1902.5,674.4,956.25,13.29,0.9016,278.5,109.09375,119.53125,129.96875,122.4375,28.85,503.75,10528.0,127.16,119.86,108.42,77.67,80.14,2554.0,109.705,2.117,2.1486,1324.0,80.5,2390.0,77.64,1202.1,3.1205,2.121,3.925,1667.0,2.1699,17.745,427.5
2010-05-07 04:25:00,113.03906200000002,0.8878,38.04,1.4733,370.0,3140.0,0.9526,80.7,1132.0,1.2766,116.65625,115.5,84.0,0.010844,133.75,516.5,96.2,1382.7,924.8,10465.0,10415.0,1903.0,674.5,956.0,13.35,0.902,278.5,109.09375,119.53125,129.96875,122.4375,28.85,503.75,10528.0,127.19,119.87,108.42,77.61,80.15,2549.0,109.71,2.117,2.1486,1324.0,80.5,2390.0,77.63,1202.4,3.118,2.1196,3.925,1667.0,2.169,17.755,427.5
2010-05-07 04:26:00,113.03906200000002,0.888,38.04,1.4721,370.0,3140.0,0.9523,80.7,1131.0,1.2762,116.671875,115.5,84.0,0.010845,133.7,516.5,96.2,1382.7,924.8,10465.0,10410.0,1900.25,674.0,956.0,13.31,0.9022,278.5,109.09375,119.5625,129.96875,122.46875,28.85,503.75,10519.0,127.23,119.9,108.44,77.54,80.08,2545.0,109.715,2.117,2.1486,1324.0,80.5,2390.0,77.53,1202.2,3.118,2.1195,3.925,1667.0,2.169,17.74,427.0
2010-05-07 04:27:00,113.03906200000002,0.8877,38.04,1.4719,370.0,3140.0,0.9518,80.7,1131.0,1.276,116.66406200000002,115.5,84.0,0.010847,133.65,516.5,96.2,1382.7,924.8,10465.0,10415.0,1899.75,674.2,956.0,13.31,0.9023,278.5,109.09375,119.5625,129.96875,122.46875,28.85,503.0,10521.0,127.24,119.91,108.44,77.56,80.07,2548.0,109.715,2.117,2.1486,1324.0,80.5,2390.0,77.53,1201.9,3.1175,2.12,3.925,1667.0,2.169,17.74,426.7
2010-05-07 04:28:00,113.03906200000002,0.8877,38.05,1.4716,370.0,3140.0,0.952,80.72,1131.25,1.2762,116.66406200000002,115.5,84.0,0.010847,133.65,516.5,96.2,1382.7,924.8,10465.0,10420.0,1900.25,674.1,956.25,13.32,0.9021,278.5,109.09375,119.546875,129.96875,122.46875,28.85,503.0,10525.0,127.23,119.91,108.4,77.52,80.07,2552.0,109.715,2.117,2.1486,1324.0,80.5,2390.0,77.51,1201.6,3.116,2.1193,3.924,1667.0,2.1659,17.74,426.8
2010-05-07 04:29:00,113.03906200000002,0.8878,38.04,1.4716,370.0,3140.0,0.9517,80.89,1131.25,1.2757,116.671875,115.5,84.0,0.010843,133.75,516.5,96.2,1382.7,924.8,10465.0,10420.0,1900.75,674.2,956.0,13.31,0.9018,278.5,109.10156200000002,119.5625,129.96875,122.46875,28.85,503.5,10522.0,127.25,119.93,108.42,77.54,80.1,2551.0,109.72,2.117,2.1486,1324.0,80.5,2390.0,77.51,1201.4,3.117,2.1202,3.924,1667.0,2.1659,17.725,426.9
2010-05-07 04:30:00,113.03906200000002,0.8874,38.04,1.4712,370.0,3137.0,0.9514,80.89,1131.5,1.2753,116.67968700000002,115.5,84.0,0.010845,133.75,516.5,96.2,1382.7,924.8,10465.0,10420.0,1900.5,674.2,956.25,13.29,0.9017,278.5,109.09375,119.5625,129.96875,122.5,28.85,503.5,10523.0,127.28,119.93,108.42,77.5,80.08,2552.0,109.715,2.117,2.1486,1324.0,80.5,2390.0,77.49,1201.4,3.115,2.1195,3.924,1667.0,2.1659,17.72,426.8
2010-05-07 04:31:00,113.03906200000002,0.887,38.01,1.4702,369.75,3150.0,0.951,80.89,1131.25,1.2747,116.671875,115.5,84.0,0.010846,133.75,516.5,96.2,1382.7,924.8,10465.0,10420.0,1900.0,674.3,956.25,13.29,0.9017,278.5,109.09375,119.5625,129.78125,122.46875,28.85,503.5,10521.0,127.28,119.93,108.42,77.5,80.08,2551.0,109.72,2.117,2.1486,1324.0,80.5,2390.0,77.48,1200.6,3.1145,2.1202,3.924,1667.0,2.1659,17.71,428.0
2010-05-07 04:32:00,113.03906200000002,0.8868,38.01,1.4705,369.75,3146.0,0.9509,80.94,1132.0,1.2746,116.66406200000002,115.5,84.0,0.010842000000000001,133.75,516.5,96.2,1382.7,924.8,10465.0,10420.0,1901.25,674.4,956.0,13.3,0.9015,278.5,109.09375,119.53125,129.78125,122.46875,28.85,503.5,10527.0,127.26,119.93,108.42,77.48,80.11,2555.0,109.72,2.117,2.1486,1324.0,80.5,2390.0,77.49,1200.1,3.1135,2.121,3.923,1666.4,2.1659,17.69,427.7
2010-05-07 04:33:00,113.03906200000002,0.8871,38.01,1.4702,369.75,3146.0,0.9509,80.94,1132.75,1.2745,116.671875,115.5,84.0,0.010843,133.85,516.5,96.2,1382.7,924.8,10465.0,10425.0,1902.5,674.6,956.0,13.31,0.9014,278.5,109.09375,119.546875,129.71875,122.5,28.85,503.5,10533.0,127.27,119.96,108.4,77.5,80.12,2555.0,109.73,2.117,2.1486,1324.0,80.5,2386.0,77.48,1199.4,3.114,2.1217,3.923,1666.4,2.1665,17.68,427.7
2010-05-07 04:34:00,113.03906200000002,0.8869,38.01,1.4687,369.75,3144.0,0.9513,80.94,1132.75,1.2745,116.66406200000002,115.5,84.0,0.010842000000000001,133.85,516.5,96.2,1382.7,924.8,10465.0,10420.0,1902.75,674.7,956.0,13.32,0.901,278.5,109.08593700000002,119.546875,129.71875,122.5,28.85,503.5,10533.0,127.25,119.93,108.4,77.55,80.16,2555.0,109.72,2.117,2.1486,1324.0,80.5,2383.0,77.54,1198.4,3.1135,2.1218,3.923,1664.2,2.1665,17.67,427.7
