,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2016-01-08 05:09:00,0.7,29.74,1.4619,354.5,2993.0,0.7086,61.74,1956.75,1.0887,118.984375,160.775,59.525,0.0084635,119.1,467.5,133.975,1625.4,17770.0,17810.0,4349.0,1068.4,869.0,14.78,1.0015,269.9,108.75,126.859375,160.46875,155.5,21.85,471.75,16612.0,159.37,131.19,153.1,33.65,34.26,3093.0,111.615,26.95,318.75,1.0733,1.1602,1442.0,151.06,34.27,2125.0,33.64,1096.3,2.0355,1.0727,2.399,876.8,1.1509,14.01,427.0
2016-01-08 05:10:00,0.6999,29.74,1.462,354.5,2994.0,0.7085,61.73,1956.75,1.0887,118.9921875,160.775,59.525,0.008464,119.05,467.5,133.975,1625.4,17770.0,17810.0,4348.0,1068.2,868.75,14.79,1.0015,269.9,108.75,126.859375,160.5,155.53125,21.85,471.75,16609.0,159.37,131.18,153.12,33.65,34.24,3093.0,111.615,26.95,318.5,1.0733,1.1602,1442.0,151.06,34.26,2126.0,33.63,1096.5,2.0365,1.0727,2.398,876.8,1.151,14.01,426.9
2016-01-08 05:11:00,0.6998,29.74,1.4617,354.5,2994.0,0.7084,61.75,1956.25,1.0886,118.9921875,160.775,59.525,0.0084645,119.0,467.5,133.975,1625.4,17770.0,17805.0,4347.0,1068.0,868.75,14.8,1.0014,269.9,108.75,126.859375,160.5,155.53125,21.85,471.75,16606.0,159.36,131.19,153.1,33.63,34.24,3092.0,111.615,27.0,318.5,1.0733,1.1602,1442.0,151.04,34.26,2127.0,33.6,1096.4,2.035,1.0714,2.398,878.0,1.1497,14.005,427.1
2016-01-08 05:12:00,0.6998,29.73,1.4615,354.5,2996.0,0.7084,61.73,1956.75,1.0882,118.9921875,160.775,59.525,0.0084635,119.05,467.5,133.975,1625.4,17775.0,17810.0,4348.75,1068.1,869.0,14.8,1.001,269.9,108.75,126.875,160.53125,155.53125,21.9,471.75,16611.0,159.36,131.19,153.06,33.63,34.22,3092.0,111.615,27.0,318.5,1.0733,1.1602,1442.0,151.04,34.26,2127.0,33.6,1096.0,2.0345,1.0712,2.4,877.4,1.1497,14.005,427.1
2016-01-08 05:13:00,0.7,29.73,1.462,354.5,2996.0,0.7086,61.74,1956.25,1.0883,118.9921875,160.775,59.525,0.0084625,119.05,467.5,133.975,1625.0,17775.0,17810.0,4347.0,1067.8,869.0,14.8,1.0009,269.9,108.75,126.875,160.53125,155.53125,21.9,471.75,16608.0,159.36,131.18,153.06,33.63,34.32,3091.0,111.615,27.0,319.0,1.0733,1.1602,1442.0,151.04,34.3,2128.0,33.66,1096.3,2.0355,1.0712,2.4019999999999997,878.3,1.1517,14.015,427.7
2016-01-08 05:14:00,0.7001,29.74,1.4619,354.5,2999.0,0.7086,61.79,1956.0,1.0885,118.9921875,160.775,59.525,0.008464,119.05,467.5,133.975,1624.2,17770.0,17805.0,4346.75,1067.8,869.0,14.8,1.0011,269.9,108.7578125,126.875,160.53125,155.5625,21.95,471.75,16605.0,159.36,131.19,153.04,33.63,34.33,3090.0,111.615,27.0,319.0,1.0733,1.1602,1442.0,151.04,34.32,2129.0,33.65,1096.3,2.0335,1.0712,2.399,878.2,1.1517,14.015,427.7
2016-01-08 05:15:00,0.7,29.73,1.4618,354.5,3008.0,0.7086,61.83,1956.25,1.0883,119.0,160.775,59.525,0.0084645,119.0,467.5,133.975,1624.2,17770.0,17805.0,4347.0,1067.7,869.0,14.76,1.001,269.9,108.7578125,126.875,160.5625,155.59375,21.95,472.0,16604.0,159.37,131.19,153.06,33.63,34.34,3090.0,111.615,27.0,319.25,1.0733,1.1602,1442.0,151.04,34.32,2136.0,33.68,1096.8,2.0355,1.0728,2.399,878.8,1.1524,14.025,426.8
2016-01-08 05:16:00,0.7003,29.73,1.4619,354.5,3008.0,0.7087,61.78,1956.0,1.0884,119.0,160.775,59.525,0.0084655,119.0,467.5,133.975,1624.2,17770.0,17805.0,4346.25,1067.7,869.0,14.75,1.0011,269.9,108.7578125,126.875,160.5625,155.59375,21.95,472.0,16602.0,159.36,131.18,153.06,33.63,34.32,3089.0,111.61,27.0,319.25,1.0733,1.1602,1442.0,151.04,34.32,2134.0,33.67,1096.8,2.036,1.0741,2.399,878.8,1.1516,14.025,426.8
2016-01-08 05:17:00,0.7003,29.73,1.4619,354.5,3006.0,0.7086,61.8,1955.75,1.0882,119.0,160.775,59.525,0.008466,119.05,467.5,133.975,1623.9,17770.0,17805.0,4345.75,1067.7,869.25,14.75,1.0011,269.9,108.7578125,126.890625,160.59375,155.59375,21.95,472.0,16601.0,159.38,131.19,153.08,33.67,34.35,3089.0,111.615,27.0,319.5,1.0733,1.1602,1442.0,151.06,34.35,2133.0,33.68,1096.8,2.0365,1.0748,2.399,878.9,1.1524,14.025,426.8
2016-01-08 05:18:00,0.7002,29.73,1.462,354.5,3008.0,0.7086,61.79,1955.75,1.088,119.0,160.775,59.525,0.0084655,119.0,467.5,133.975,1623.9,17770.0,17805.0,4346.0,1067.4,869.25,14.76,1.0012,269.9,108.7578125,126.875,160.59375,155.625,21.95,472.0,16601.0,159.38,131.19,153.1,33.67,34.36,3089.0,111.615,27.0,319.5,1.0733,1.1602,1442.0,151.07,34.35,2134.0,33.69,1096.7,2.0365,1.0748,2.399,878.9,1.1527,14.025,426.6
2016-01-08 05:19:00,0.7004,29.73,1.4624,354.5,3009.0,0.7085,61.81,1956.0,1.0881,119.0,160.775,59.525,0.008465,118.9,467.5,133.975,1623.9,17770.0,17805.0,4346.5,1067.6,869.25,14.77,1.0014,269.9,108.7578125,126.890625,160.59375,155.625,21.95,472.0,16603.0,159.38,131.18,153.06,33.67,34.36,3089.0,111.615,27.0,319.25,1.0733,1.1602,1442.0,151.06,34.35,2134.0,33.69,1096.8,2.0355,1.0736,2.399,878.9,1.1514,14.03,426.8
2016-01-08 05:20:00,0.7004,29.73,1.4622,354.5,3008.0,0.7086,61.79,1955.75,1.0878,118.9921875,160.775,59.525,0.0084645,118.85,467.5,133.975,1623.5,17770.0,17805.0,4346.0,1067.3,869.25,14.77,1.0013,269.9,108.7578125,126.890625,160.59375,155.59375,21.95,472.0,16602.0,159.37,131.18,153.1,33.67,34.37,3087.0,111.61,27.1,319.5,1.0733,1.1602,1442.0,151.04,34.36,2135.0,33.7,1096.9,2.0355,1.0736,2.399,878.9,1.1526,14.03,426.8
2016-01-08 05:21:00,0.7001,29.73,1.4623,354.5,3008.0,0.7086,61.76,1955.5,1.088,119.0,160.775,59.525,0.0084645,118.9,467.5,133.975,1623.5,17770.0,17805.0,4345.5,1067.4,869.0,14.77,1.0013,269.9,108.7578125,126.890625,160.59375,155.59375,21.95,472.25,16601.0,159.36,131.18,153.06,33.7,34.37,3087.0,111.61,27.1,319.25,1.0733,1.1602,1442.0,151.05,34.36,2135.0,33.7,1097.0,2.035,1.0748,2.398,878.6,1.1526,14.025,426.8
2016-01-08 05:22:00,0.7,29.73,1.4622,354.5,3008.0,0.7086,61.78,1955.0,1.0881,118.9921875,160.775,59.525,0.0084655,118.95,467.5,133.975,1622.2,17760.0,17795.0,4344.25,1067.0,869.0,14.76,1.0014,269.9,108.7578125,126.875,160.5625,155.5625,22.0,472.0,16596.0,159.33,131.17,153.0,33.75,34.42,3084.0,111.61,27.1,320.25,1.0733,1.1602,1442.0,151.01,34.42,2134.0,33.73,1097.1,2.0345,1.076,2.397,878.6,1.1519,14.025,426.6
2016-01-08 05:23:00,0.7001,29.74,1.4621,354.5,3008.0,0.7086,61.78,1954.25,1.0884,118.9921875,160.775,59.525,0.008466,118.95,467.5,133.975,1622.2,17755.0,17795.0,4342.0,1066.7,869.0,14.76,1.0016,269.9,108.7578125,126.875,160.5625,155.5625,22.05,472.0,16591.0,159.34,131.17,153.04,33.71,34.39,3084.0,111.61,27.25,320.0,1.0733,1.1602,1442.0,151.02,34.39,2134.0,33.72,1097.0,2.0355,1.0755,2.398,878.1,1.1529,14.025,426.6
2016-01-08 05:24:00,0.7002,29.73,1.462,354.5,3007.0,0.7086,61.8,1954.5,1.088,119.0,160.775,59.525,0.0084655,118.95,467.5,133.975,1622.2,17755.0,17790.0,4343.25,1066.9,868.75,14.77,1.0015,269.9,108.7578125,126.875,160.5625,155.5625,22.05,472.0,16593.0,159.33,131.17,153.02,33.71,34.39,3085.0,111.61,27.25,319.75,1.0733,1.1602,1442.0,151.02,34.39,2134.0,33.71,1096.7,2.0355,1.0747,2.398,878.1,1.1529,14.02,426.6
2016-01-08 05:25:00,0.7002,29.73,1.462,354.75,3006.0,0.7086,61.8,1954.5,1.0881,119.0,160.775,59.525,0.008465,118.9,467.5,133.975,1621.9,17760.0,17790.0,4343.5,1066.8,868.75,14.77,1.0015,269.7,108.7578125,126.875,160.53125,155.5625,22.05,472.0,16593.0,159.32,131.17,153.0,33.66,34.33,3085.0,111.61,27.25,319.0,1.0733,1.1602,1442.0,151.0,34.39,2134.0,33.66,1097.0,2.0355,1.0746,2.398,878.1,1.1529,14.02,426.6
2016-01-08 05:26:00,0.7,29.72,1.462,354.75,3005.0,0.7084,61.8,1954.25,1.0884,119.0,160.775,59.525,0.008466,118.85,467.5,133.975,1621.9,17755.0,17785.0,4342.0,1066.7,869.0,14.76,1.0017,269.7,108.7578125,126.890625,160.59375,155.625,22.0,472.0,16589.0,159.32,131.16,153.02,33.64,34.27,3082.0,111.61,27.25,318.25,1.0733,1.1602,1442.0,151.02,34.27,2132.0,33.61,1096.8,2.0345,1.0709,2.398,878.1,1.1507,14.02,426.6
2016-01-08 05:27:00,0.7,29.72,1.4621,354.75,3004.0,0.7083,61.8,1953.25,1.0887,119.0,160.775,59.525,0.008466,118.85,467.5,133.975,1621.9,17740.0,17775.0,4340.25,1066.3,869.0,14.76,1.0017,269.7,108.7578125,126.875,160.5625,155.59375,22.05,472.0,16583.0,159.33,131.16,153.02,33.64,34.21,3081.0,111.61,27.25,317.75,1.0733,1.1602,1442.0,151.02,34.25,2132.0,33.57,1097.0,2.034,1.0688,2.398,878.1,1.1483,14.015,426.6
2016-01-08 05:28:00,0.7001,29.72,1.4621,354.5,3004.0,0.7084,61.81,1954.25,1.0884,119.0,160.775,59.525,0.008465,118.9,467.5,133.975,1621.9,17750.0,17780.0,4343.25,1066.8,869.0,14.76,1.0016,269.7,108.7578125,126.890625,160.5625,155.59375,22.05,472.0,16591.0,159.32,131.17,153.06,33.64,34.21,3084.0,111.61,27.4,317.75,1.0733,1.1602,1442.0,151.02,34.22,2131.0,33.59,1096.8,2.035,1.0694,2.397,878.1,1.1483,14.02,426.6
2016-01-08 05:29:00,0.7002,29.72,1.4621,354.5,3005.0,0.7084,61.81,1954.5,1.0881,118.9921875,160.775,59.525,0.008464,118.95,467.75,133.975,1621.4,17750.0,17775.0,4343.0,1066.9,869.0,14.77,1.0016,269.7,108.7578125,126.859375,160.53125,155.5625,22.05,472.0,16592.0,159.31,131.16,153.0,33.64,34.21,3085.0,111.61,27.4,317.75,1.0733,1.1602,1437.0,151.01,34.21,2132.0,33.58,1096.7,2.035,1.0693,2.397,878.1,1.1483,14.02,426.6
2016-01-08 05:30:00,0.7003,29.72,1.462,354.5,3005.0,0.7084,61.81,1954.5,1.0883,118.984375,160.775,59.525,0.008463,118.85,467.75,133.975,1621.4,17755.0,17785.0,4343.25,1066.9,869.0,14.77,1.0016,269.5,108.7578125,126.875,160.53125,155.53125,22.05,471.75,16593.0,159.32,131.17,153.0,33.64,34.23,3084.0,111.605,27.4,317.75,1.0733,1.1602,1437.0,151.02,34.22,2132.0,33.6,1096.7,2.036,1.0693,2.4,877.8,1.1483,14.02,426.7
2016-01-08 05:31:00,0.7002,29.73,1.4621,354.5,3006.0,0.7084,61.81,1954.25,1.0884,118.984375,160.775,59.525,0.0084635,118.85,467.75,133.975,1621.4,17755.0,17785.0,4343.0,1066.9,869.0,14.76,1.0016,269.5,108.7578125,126.875,160.53125,155.53125,22.05,471.75,16592.0,159.32,131.17,153.02,33.64,34.17,3083.0,111.61,27.4,317.0,1.0733,1.1602,1437.0,151.02,34.18,2132.0,33.56,1097.2,2.036,1.0674,2.399,878.7,1.148,14.025,426.7
2016-01-08 05:32:00,0.7002,29.73,1.4618,354.5,3005.0,0.7085,61.81,1954.0,1.0886,118.9921875,160.775,59.525,0.008464,118.9,467.75,133.975,1621.3,17755.0,17790.0,4341.25,1066.7,869.0,14.76,1.0016,269.5,108.7578125,126.875,160.53125,155.5625,22.05,471.75,16588.0,159.33,131.16,153.04,33.54,34.1,3082.0,111.61,27.4,317.0,1.0733,1.1602,1437.0,151.02,34.13,2131.0,33.53,1097.0,2.035,1.0676,2.399,878.4,1.1458,14.02,426.9
2016-01-08 05:33:00,0.7,29.73,1.4618,354.5,3003.0,0.7085,61.81,1953.75,1.0887,118.9921875,160.775,59.525,0.008464,118.85,467.75,133.975,1621.0,17760.0,17790.0,4341.0,1066.7,869.0,14.76,1.0016,269.5,108.7578125,126.859375,160.5,155.53125,22.05,471.75,16588.0,159.32,131.16,153.0,33.54,34.14,3082.0,111.61,27.4,317.5,1.0733,1.1602,1437.0,151.01,34.16,2131.0,33.55,1097.0,2.0345,1.0694,2.398,878.4,1.147,14.015,426.7
2016-01-08 05:34:00,0.7001,29.73,1.4615,354.5,3000.0,0.7085,61.81,1954.0,1.0886,118.984375,160.775,59.525,0.008463,118.9,467.75,133.975,1622.3,17765.0,17795.0,4341.75,1066.8,869.0,14.76,1.0016,269.5,108.7578125,126.875,160.5,155.5625,22.05,471.75,16591.0,159.31,131.16,153.02,33.54,34.17,3082.0,111.61,27.4,318.0,1.0733,1.1602,1437.0,150.99,34.16,2129.0,33.55,1097.2,2.035,1.0708,2.399,878.1,1.148,14.02,426.7
2016-01-08 05:35:00,0.7002,29.73,1.4613,354.5,2998.0,0.7084,61.81,1954.0,1.0886,118.9921875,160.775,59.525,0.0084625,118.9,467.75,133.975,1622.3,17760.0,17795.0,4341.25,1066.8,868.75,14.76,1.0018,269.5,108.7578125,126.859375,160.5,155.5625,22.05,471.75,16590.0,159.3,131.16,152.98,33.56,34.14,3082.0,111.61,27.4,318.0,1.0733,1.1602,1437.0,150.99,34.13,2127.0,33.53,1097.0,2.034,1.071,2.399,878.1,1.1466,14.015,426.7
2016-01-08 05:36:00,0.7001,29.72,1.4613,354.5,2997.0,0.7086,61.81,1953.75,1.0886,118.9921875,160.775,59.525,0.0084625,118.9,467.75,133.975,1621.8,17755.0,17790.0,4341.0,1066.5,868.75,14.76,1.0019,269.5,108.7578125,126.875,160.5,155.53125,22.05,471.75,16585.0,159.3,131.15,152.98,33.56,34.15,3081.0,111.61,27.4,317.75,1.0733,1.1602,1437.0,150.98,34.13,2126.0,33.54,1096.9,2.034,1.0698,2.398,878.1,1.146,14.015,426.7
2016-01-08 05:37:00,0.7,29.72,1.4611,354.5,2996.0,0.7086,61.76,1953.5,1.0883,118.9921875,160.775,59.525,0.0084625,118.9,467.75,133.975,1621.8,17750.0,17785.0,4339.0,1066.2,868.75,14.76,1.0018,269.5,108.7578125,126.875,160.5,155.5625,22.05,471.75,16582.0,159.3,131.16,153.0,33.49,34.06,3079.0,111.61,27.4,317.5,1.0733,1.1602,1437.0,150.99,34.07,2126.0,33.48,1097.0,2.0325,1.0684,2.398,878.1,1.1444,14.015,426.7
2016-01-08 05:38:00,0.6999,29.72,1.461,354.5,2998.0,0.7084,61.7,1952.75,1.0884,119.0,160.775,59.525,0.008463,118.9,467.75,133.975,1620.7,17745.0,17780.0,4337.0,1066.0,868.5,14.77,1.0017,269.5,108.7578125,126.890625,160.5625,155.59375,22.1,471.75,16576.0,159.3,131.16,153.02,33.45,34.01,3078.0,111.61,27.4,317.0,1.0733,1.1602,1437.0,150.99,34.04,2126.0,33.42,1096.8,2.031,1.0672,2.398,877.4,1.143,14.015,427.0
2016-01-08 05:39:00,0.6999,29.72,1.4609,354.75,2998.0,0.7084,61.62,1953.0,1.0885,119.0,160.775,59.525,0.0084625,118.9,467.75,133.975,1620.7,17750.0,17785.0,4338.75,1066.0,868.5,14.77,1.0018,269.4,108.7578125,126.890625,160.5625,155.59375,22.1,471.75,16580.0,159.32,131.16,153.06,33.45,33.99,3081.0,111.61,27.5,317.25,1.0733,1.1602,1437.0,151.0,34.01,2128.0,33.45,1097.0,2.0315,1.068,2.398,877.4,1.1421,14.015,427.1
2016-01-08 05:40:00,0.6999,29.75,1.4607,354.75,2998.0,0.7084,61.63,1952.75,1.0884,119.0078125,160.775,59.525,0.0084635,119.0,467.75,133.975,1620.7,17750.0,17785.0,4337.75,1065.9,868.75,14.77,1.0018,269.4,108.7578125,126.90625,160.59375,155.625,22.1,471.75,16577.0,159.33,131.16,153.1,33.44,34.0,3080.0,111.61,27.5,316.75,1.0733,1.1602,1437.0,151.01,34.0,2128.0,33.44,1096.9,2.03,1.0663,2.398,877.4,1.142,14.015,427.1
2016-01-08 05:41:00,0.7,29.75,1.4607,354.75,2998.0,0.7083,61.62,1953.25,1.0885,119.0078125,160.775,59.525,0.008465,119.0,467.75,133.975,1620.7,17745.0,17775.0,4338.75,1066.2,868.75,14.77,1.0017,269.4,108.7578125,126.90625,160.59375,155.625,22.1,471.75,16581.0,159.31,131.16,153.04,33.36,33.92,3080.0,111.61,27.5,316.0,1.0733,1.1602,1437.0,150.99,33.91,2128.0,33.37,1096.8,2.0305,1.0645,2.398,877.2,1.1395,14.01,426.9
2016-01-08 05:42:00,0.7002,29.76,1.4612,354.5,3000.0,0.7084,61.58,1953.25,1.0886,119.0078125,160.775,59.525,0.0084655,118.95,467.25,133.975,1621.3,17745.0,17775.0,4339.0,1066.4,868.75,14.77,1.0018,269.4,108.7578125,126.921875,160.625,155.65625,22.1,471.5,16580.0,159.32,131.15,153.08,33.38,33.96,3080.0,111.61,27.5,316.75,1.0733,1.1602,1437.0,151.01,33.93,2128.0,33.38,1096.8,2.0315,1.0662,2.398,877.2,1.1406,14.01,426.9
2016-01-08 05:43:00,0.7004,29.75,1.4614,354.5,3000.0,0.7085,61.63,1953.25,1.0885,119.0078125,160.775,59.525,0.008466,118.95,467.25,133.975,1621.3,17745.0,17775.0,4339.0,1066.1,868.75,14.77,1.0018,269.4,108.7578125,126.921875,160.625,155.65625,22.1,471.0,16580.0,159.33,131.16,153.08,33.4,34.01,3080.0,111.61,27.5,317.0,1.0733,1.1602,1437.0,151.01,34.01,2128.0,33.41,1096.9,2.0325,1.0674,2.398,877.2,1.1414,14.01,426.9
2016-01-08 05:44:00,0.7002,29.75,1.461,354.25,3000.0,0.7085,61.63,1952.75,1.0885,119.0078125,160.775,59.525,0.0084655,118.95,466.75,133.975,1621.4,17740.0,17775.0,4337.75,1066.0,869.0,14.78,1.0018,269.5,108.7578125,126.90625,160.65625,155.65625,22.1,471.0,16576.0,159.34,131.16,153.1,33.37,34.0,3079.0,111.61,27.5,316.75,1.0733,1.1602,1437.0,151.02,34.01,2128.0,33.37,1096.9,2.0315,1.0674,2.398,877.2,1.142,14.015,426.9
2016-01-08 05:45:00,0.7005,29.75,1.4614,354.25,3001.0,0.7085,61.63,1952.75,1.0886,119.0078125,160.775,59.525,0.0084635,118.9,466.75,133.975,1621.4,17745.0,17775.0,4337.25,1065.8,869.0,14.77,1.0018,269.5,108.7578125,126.921875,160.6875,155.6875,22.1,471.0,16577.0,159.35,131.17,153.08,33.39,34.0,3080.0,111.61,27.5,317.0,1.0733,1.1602,1437.0,151.03,34.01,2128.0,33.38,1096.9,2.0315,1.0668,2.397,877.9,1.1418,14.015,426.9
2016-01-08 05:46:00,0.7004,29.75,1.4614,354.25,3000.0,0.7084,61.62,1952.25,1.0886,119.015625,160.775,59.525,0.008464,118.9,466.75,133.975,1621.4,17740.0,17775.0,4336.25,1065.6,869.0,14.78,1.0018,269.6,108.7578125,126.9375,160.71875,155.71875,22.1,471.0,16574.0,159.35,131.17,153.08,33.38,33.95,3079.0,111.61,27.5,316.75,1.0733,1.1602,1437.0,151.04,34.01,2128.0,33.38,1097.2,2.0305,1.0666,2.397,877.4,1.1401,14.015,426.9
2016-01-08 05:47:00,0.7004,29.75,1.4613,354.5,2998.0,0.7084,61.62,1952.0,1.0886,119.0234375,160.775,59.525,0.008464,118.95,466.5,133.975,1620.7,17740.0,17775.0,4336.5,1065.6,868.75,14.77,1.0018,269.6,108.7578125,126.9375,160.75,155.75,22.1,471.0,16573.0,159.36,131.17,153.08,33.4,33.91,3079.0,111.61,27.5,316.25,1.0733,1.1602,1437.0,151.04,33.96,2126.0,33.34,1097.4,2.031,1.0648,2.397,877.7,1.1395,14.02,427.2
2016-01-08 05:48:00,0.7003,29.75,1.4606,354.25,2998.0,0.7084,61.62,1952.5,1.0885,119.0234375,160.775,59.525,0.0084625,118.95,466.5,133.975,1620.7,17750.0,17780.0,4336.75,1065.4,868.75,14.77,1.0018,269.6,108.7578125,126.9375,160.75,155.71875,22.1,470.75,16574.0,159.36,131.16,153.1,33.32,33.85,3079.0,111.61,27.5,316.0,1.0733,1.1602,1437.0,151.04,33.87,2128.0,33.32,1097.3,2.03,1.0638,2.398,877.7,1.1369,14.015,427.2
2016-01-08 05:49:00,0.7003,29.75,1.4608,354.25,2998.0,0.7084,61.64,1952.5,1.0885,119.0078125,160.775,59.525,0.0084615,118.9,466.5,133.975,1620.9,17750.0,17785.0,4336.75,1065.5,868.75,14.76,1.0018,269.6,108.7578125,126.90625,160.6875,155.6875,22.1,470.75,16577.0,159.36,131.17,153.08,33.36,33.94,3079.0,111.61,27.5,316.5,1.0733,1.1602,1437.0,151.04,33.89,2127.0,33.35,1097.1,2.03,1.0658,2.398,877.7,1.1369,14.015,427.2
2016-01-08 05:50:00,0.7004,29.75,1.4611,354.25,2997.0,0.7085,61.64,1951.0,1.0887,119.015625,160.775,59.525,0.008463,118.85,466.5,133.975,1620.9,17740.0,17775.0,4333.75,1064.9,868.75,14.76,1.0019,269.6,108.7578125,126.921875,160.75,155.71875,22.15,470.75,16566.0,159.37,131.17,153.1,33.34,33.92,3077.0,111.61,27.5,316.5,1.0733,1.1602,1437.0,151.05,33.89,2127.0,33.34,1097.5,2.0305,1.0658,2.398,877.7,1.1369,14.02,427.2
2016-01-08 05:51:00,0.7003,29.75,1.4614,354.25,2997.0,0.7083,61.6,1950.75,1.0888,119.0234375,160.775,59.525,0.0084645,118.9,466.5,133.975,1619.9,17735.0,17765.0,4333.25,1064.7,868.75,14.76,1.0022,269.6,108.7578125,126.953125,160.78125,155.75,22.2,470.75,16560.0,159.38,131.17,153.16,33.34,33.92,3073.0,111.615,27.5,316.25,1.0733,1.1602,1437.0,151.06,33.89,2125.0,33.35,1097.4,2.029,1.0658,2.398,877.7,1.1387,14.02,427.0
2016-01-08 05:52:00,0.7,29.75,1.4616,354.25,2996.0,0.7083,61.63,1949.5,1.089,119.03125,160.775,59.525,0.008465,118.85,466.5,133.975,1619.9,17725.0,17760.0,4331.0,1064.0,869.0,14.74,1.0023,269.6,108.7578125,126.953125,160.8125,155.78125,22.3,470.75,16553.0,159.41,131.19,153.22,33.32,33.89,3073.0,111.615,27.5,316.0,1.0733,1.1602,1437.0,151.08,33.89,2124.0,33.31,1097.6,2.0285,1.0643,2.398,877.5,1.1377,14.02,426.7
2016-01-08 05:53:00,0.6999,29.74,1.4618,354.25,2996.0,0.7082,61.59,1949.0,1.0892,119.0390625,160.775,59.525,0.008465,118.85,466.5,133.975,1619.9,17715.0,17750.0,4330.5,1063.4,868.75,14.74,1.0025,269.6,108.765625,126.953125,160.8125,155.78125,22.3,470.5,16551.0,159.42,131.19,153.22,33.27,33.83,3071.0,111.615,27.5,315.5,1.0733,1.1602,1437.0,151.1,33.83,2124.0,33.27,1097.8,2.028,1.0621,2.398,877.5,1.1362,14.025,426.9
2016-01-08 05:54:00,0.6998,29.72,1.4617,354.0,2995.0,0.7082,61.59,1949.5,1.0892,119.0390625,160.775,59.525,0.0084645,118.85,466.5,133.975,1619.9,17730.0,17760.0,4331.5,1063.9,868.75,14.74,1.0025,269.5,108.765625,126.96875,160.8125,155.78125,22.3,470.25,16554.0,159.43,131.2,153.28,33.28,33.9,3072.0,111.62,27.5,316.0,1.0733,1.1602,1437.0,151.1,33.83,2124.0,33.34,1097.8,2.029,1.0631,2.397,877.5,1.1372,14.02,426.9
2016-01-08 05:55:00,0.6998,29.72,1.4619,354.0,2996.0,0.7082,61.58,1949.75,1.0892,119.03125,160.775,59.525,0.008465,118.85,466.5,133.975,1618.3,17730.0,17760.0,4331.75,1063.9,868.75,14.74,1.0026,269.5,108.765625,126.953125,160.75,155.75,22.3,470.75,16555.0,159.4,131.19,153.2,33.32,33.87,3073.0,111.615,27.5,315.25,1.0733,1.1602,1437.0,151.08,33.86,2124.0,33.32,1097.8,2.0305,1.0615,2.397,877.5,1.1354,14.02,426.9
2016-01-08 05:56:00,0.6999,29.72,1.4616,354.0,3000.0,0.7083,61.57,1951.25,1.089,119.03125,160.775,59.525,0.008464,118.9,466.5,133.975,1618.3,17740.0,17775.0,4335.75,1064.9,868.5,14.74,1.0024,269.5,108.765625,126.9375,160.71875,155.71875,22.25,470.75,16567.0,159.4,131.19,153.2,33.32,33.9,3077.0,111.62,27.6,315.75,1.0733,1.1602,1437.0,151.07,33.85,2127.0,33.36,1097.7,2.0305,1.0623,2.396,877.8,1.1369,14.015,426.9
2016-01-08 05:57:00,0.6999,29.72,1.4616,354.25,3003.0,0.7083,61.57,1952.0,1.0886,119.0234375,160.775,59.525,0.0084625,118.9,466.5,133.975,1620.1,17750.0,17780.0,4336.75,1065.2,868.75,14.74,1.0022,269.6,108.765625,126.9375,160.71875,155.71875,22.2,470.75,16571.0,159.39,131.19,153.14,33.35,33.91,3078.0,111.615,27.55,316.0,1.0733,1.1602,1437.0,151.06,33.85,2131.0,33.35,1097.6,2.031,1.0623,2.396,877.6,1.1369,14.015,426.9
2016-01-08 05:58:00,0.6995,29.73,1.4616,354.25,3003.0,0.708,61.58,1951.0,1.089,119.0234375,160.775,59.525,0.008463,118.9,466.5,133.975,1620.1,17740.0,17770.0,4334.25,1064.9,868.5,14.75,1.0025,269.6,108.765625,126.9375,160.71875,155.75,22.25,470.75,16563.0,159.39,131.19,153.18,33.28,33.83,3076.0,111.61,27.55,315.75,1.0733,1.1602,1437.0,151.07,33.84,2129.0,33.29,1097.8,2.0295,1.062,2.391,877.6,1.1371,14.025,427.0
2016-01-08 05:59:00,0.6996,29.73,1.4612,354.0,3003.0,0.7081,61.57,1951.75,1.0886,119.0234375,160.775,59.525,0.0084625,118.9,466.5,133.975,1619.4,17745.0,17775.0,4336.25,1065.1,868.5,14.75,1.0022,269.5,108.765625,126.921875,160.71875,155.71875,22.25,470.5,16569.0,159.4,131.19,153.2,33.28,33.87,3078.0,111.615,27.55,315.75,1.0733,1.1602,1437.0,151.08,33.84,2132.0,33.34,1097.5,2.0295,1.0625,2.391,877.6,1.1371,14.025,427.0
